County-State,Median-Household-Income
HASKELL-OK,43950
HUGHES-OK,38020
JACKSON-OK,52535
JEFFERSON-OK,43871
JOHNSTON-OK,44238
KAY-OK,47456
KINGFISHER-OK,61738
KIOWA-OK,34747
LATIMER-OK,40044
LE FLORE-OK,41900
LINCOLN-OK,51206
LOGAN-OK,70456
LOVE-OK,54423
MCCLAIN-OK,70005
MCCURTAIN-OK,39091
MCINTOSH-OK,39588
MAJOR-OK,56781
MARSHALL-OK,48573
MAYES-OK,50012
MURRAY-OK,53696
MUSKOGEE-OK,41633
NOBLE-OK,60019
NOWATA-OK,42051
OKFUSKEE-OK,40913
OKLAHOMA-OK,55519
OKMULGEE-OK,45319
OSAGE-OK,50105
OTTAWA-OK,40662
PAWNEE-OK,50991
PAYNE-OK,42103
PITTSBURG-OK,47511
PONTOTOC-OK,51682
POTTAWATOMIE-OK,51150
PUSHMATAHA-OK,38325
ROGER MILLS-OK,54653
ROGERS-OK,66038
SEMINOLE-OK,38588
SEQUOYAH-OK,41803
STEPHENS-OK,51156
TEXAS-OK,50702
TILLMAN-OK,39975
TULSA-OK,57024
WAGONER-OK,64958
WASHINGTON-OK,53384
WASHITA-OK,52591
WOODS-OK,51985
WOODWARD-OK,56182
BAKER-OR,46250
BENTON-OR,65142
CLACKAMAS-OR,82911
CLATSOP-OR,57466
COLUMBIA-OR,68170
COOS-OR,49445
CROOK-OR,59000
CURRY-OR,53174
DESCHUTES-OR,68937
DOUGLAS-OR,50031
GILLIAM-OR,41838
GRANT-OR,48202
HARNEY-OR,43387
HOOD RIVER-OR,72418
JACKSON-OR,56327
JEFFERSON-OR,55844
JOSEPHINE-OR,47733
KLAMATH-OR,48560
LAKE-OR,44237
LANE-OR,54942
LINCOLN-OR,50775
LINN-OR,59547
MALHEUR-OR,44362
MARION-OR,61817
MORROW-OR,56572
MULTNOMAH-OR,71425
POLK-OR,65665
SHERMAN-OR,51472
TILLAMOOK-OR,54268
UMATILLA-OR,57973
UNION-OR,53940
WALLOWA-OR,53423
WASCO-OR,54725
WASHINGTON-OR,86626
WHEELER-OR,45354
YAMHILL-OR,67296
ADAMS-PA,68411
ALLEGHENY-PA,62320
ARMSTRONG-PA,53545
BEAVER-PA,59014
BEDFORD-PA,51531
BERKS-PA,66154
BLAIR-PA,50856
BRADFORD-PA,52375
BUCKS-PA,93181
BUTLER-PA,72642
CAMBRIA-PA,47644
CAMERON-PA,40342
CARBON-PA,57601
CENTRE-PA,61921
CHESTER-PA,104161
CLARION-PA,49695
CLEARFIELD-PA,50150
CLINTON-PA,51145
COLUMBIA-PA,52219
CRAWFORD-PA,51919
CUMBERLAND-PA,71979
DAUPHIN-PA,63123
DELAWARE-PA,76238
ELK-PA,54961
ERIE-PA,52863
FAYETTE-PA,49075
FOREST-PA,41225
FRANKLIN-PA,63420
FULTON-PA,55424
GREENE-PA,55993
HUNTINGDON-PA,53597
INDIANA-PA,49270
JEFFERSON-PA,49604
JUNIATA-PA,53502
LACKAWANNA-PA,54064
LANCASTER-PA,69588
LAWRENCE-PA,50080
LEBANON-PA,61632
LEHIGH-PA,66214
LUZERNE-PA,53194
LYCOMING-PA,54906
MCKEAN-PA,49240
MERCER-PA,50529
MIFFLIN-PA,52641
MONROE-PA,68734
MONTGOMERY-PA,93518
MONTOUR-PA,59915
NORTHAMPTON-PA,73088
NORTHUMBERLAND-PA,49273
PERRY-PA,70660
PHILADELPHIA-PA,49127
PIKE-PA,67495
POTTER-PA,47696
SCHUYLKILL-PA,53703
SNYDER-PA,60227
SOMERSET-PA,51255
SULLIVAN-PA,49830
SUSQUEHANNA-PA,55788
TIOGA-PA,51838
UNION-PA,56824
VENANGO-PA,51405
WARREN-PA,52034
WASHINGTON-PA,65478
WAYNE-PA,55572
WESTMORELAND-PA,61398
WYOMING-PA,60075
YORK-PA,68940
BRISTOL-RI,85413
KENT-RI,75857
NEWPORT-RI,84282
PROVIDENCE-RI,62323
WASHINGTON-RI,86970
ABBEVILLE-SC,43090
AIKEN-SC,53385
ALLENDALE-SC,26074
ANDERSON-SC,53598
BAMBERG-SC,42830
BARNWELL-SC,37572
BEAUFORT-SC,71430
BERKELEY-SC,65443
CALHOUN-SC,49844
CHARLESTON-SC,67182
CHEROKEE-SC,37787
CHESTER-SC,43985
CHESTERFIELD-SC,41937
CLARENDON-SC,43881
COLLETON-SC,36748
DARLINGTON-SC,37141
DILLON-SC,36429
DORCHESTER-SC,63501
EDGEFIELD-SC,52491
FAIRFIELD-SC,43861
FLORENCE-SC,49645
GEORGETOWN-SC,52488
GREENVILLE-SC,62422
GREENWOOD-SC,41081
HAMPTON-SC,38178
HORRY-SC,51570
JASPER-SC,45924
KERSHAW-SC,53980
LANCASTER-SC,65421
LAURENS-SC,44374
LEE-SC,32851
LEXINGTON-SC,62740
MCCORMICK-SC,47402
MARION-SC,30791
MARLBORO-SC,31528
NEWBERRY-SC,46038
OCONEE-SC,49691
ORANGEBURG-SC,36802
PICKENS-SC,51032
RICHLAND-SC,54441
SALUDA-SC,43410
SPARTANBURG-SC,53757
SUMTER-SC,46570
UNION-SC,41117
WILLIAMSBURG-SC,35681
YORK-SC,68555
AURORA-SD,65132
BEADLE-SD,53461
BENNETT-SD,41887
BON HOMME-SD,50195
BROOKINGS-SD,57471
BROWN-SD,61816
BRULE-SD,57181
BUFFALO-SD,35000
BUTTE-SD,49353
CAMPBELL-SD,54228
CHARLES MIX-SD,52348
CLARK-SD,50709
CLAY-SD,51447
CODINGTON-SD,57885
CORSON-SD,36705
CUSTER-SD,64556
DAVISON-SD,48267
DAY-SD,46753
DEUEL-SD,67396
DEWEY-SD,45859
DOUGLAS-SD,61793
EDMUNDS-SD,64896
FALL RIVER-SD,51383
FAULK-SD,49423
GRANT-SD,65327
GREGORY-SD,44706
HAAKON-SD,40673
HAMLIN-SD,67626
HAND-SD,58333
HANSON-SD,63750
HARDING-SD,61111
HUGHES-SD,69575
HUTCHINSON-SD,61290
HYDE-SD,59844
JACKSON-SD,24549
JERAULD-SD,49265
JONES-SD,46688
KINGSBURY-SD,61316
LAKE-SD,63165
LAWRENCE-SD,52146
LINCOLN-SD,84260
LYMAN-SD,54484
MCCOOK-SD,66208
MCPHERSON-SD,51379
MARSHALL-SD,68056
MEADE-SD,62275
MELLETTE-SD,33882
MINER-SD,53135
MINNEHAHA-SD,63699
MOODY-SD,61894
OGLALA LAKOTA-SD,31423
PENNINGTON-SD,58278
PERKINS-SD,61815
POTTER-SD,57120
ROBERTS-SD,50877
SANBORN-SD,55398
SPINK-SD,62125
STANLEY-SD,71602
SULLY-SD,60508
TODD-SD,24102
TRIPP-SD,54054
TURNER-SD,63062
UNION-SD,74006
WALWORTH-SD,51481
YANKTON-SD,61878
ZIEBACH-SD,36615
ANDERSON-TN,52338
BEDFORD-TN,52973
BENTON-TN,39019
BLEDSOE-TN,49382
BLOUNT-TN,60301
BRADLEY-TN,51872
CAMPBELL-TN,41769
CANNON-TN,52518
CARROLL-TN,42877
CARTER-TN,40820
CHEATHAM-TN,63988
CHESTER-TN,53336
CLAIBORNE-TN,37954
CLAY-TN,32064
COCKE-TN,38530
COFFEE-TN,51030
CROCKETT-TN,47581
CUMBERLAND-TN,49423
DAVIDSON-TN,62515
DECATUR-TN,40389
DEKALB-TN,44389
DICKSON-TN,57804
DYER-TN,45042
FAYETTE-TN,63618
FENTRESS-TN,40203
FRANKLIN-TN,47777
GIBSON-TN,45557
GILES-TN,49815
GRAINGER-TN,44703
GREENE-TN,43150
GRUNDY-TN,43116
HAMBLEN-TN,43151
HAMILTON-TN,56606
HANCOCK-TN,28234
HARDEMAN-TN,39636
HARDIN-TN,42285
HAWKINS-TN,45318
HAYWOOD-TN,38994
HENDERSON-TN,44534
HENRY-TN,41037
HICKMAN-TN,47457
HOUSTON-TN,43521
HUMPHREYS-TN,48411
JACKSON-TN,35880
JEFFERSON-TN,51899
JOHNSON-TN,38090
KNOX-TN,59250
LAKE-TN,34230
LAUDERDALE-TN,41905
LAWRENCE-TN,43734
LEWIS-TN,36977
LINCOLN-TN,53923
LOUDON-TN,61664
MCMINN-TN,46872
MCNAIRY-TN,40327
MACON-TN,38080
MADISON-TN,48396
MARION-TN,50059
MARSHALL-TN,55299
MAURY-TN,60567
MEIGS-TN,50733
MONROE-TN,45576
MONTGOMERY-TN,60878
MOORE-TN,63762
MORGAN-TN,41701
OBION-TN,39985
OVERTON-TN,36478
PERRY-TN,48716
PICKETT-TN,43125
POLK-TN,45326
PUTNAM-TN,45160
RHEA-TN,46096
ROANE-TN,55578
ROBERTSON-TN,66088
RUTHERFORD-TN,68718
SCOTT-TN,37135
SEQUATCHIE-TN,44217
SEVIER-TN,51734
SHELBY-TN,52092
SMITH-TN,48611
STEWART-TN,49537
SULLIVAN-TN,47438
SUMNER-TN,69878
TIPTON-TN,62474
TROUSDALE-TN,56981
UNICOI-TN,44526
UNION-TN,45143
VAN BUREN-TN,47576
WARREN-TN,42668
WASHINGTON-TN,48923
WAYNE-TN,42206
WEAKLEY-TN,41488
WHITE-TN,44282
WILLIAMSON-TN,111196
WILSON-TN,78962
ANDERSON-TX,45847.0
ANDREWS-TX,75147.0
ANGELINA-TX,49684.0
ARANSAS-TX,47924.0
ARCHER-TX,63958.0
ARMSTRONG-TX,69386.0
ATASCOSA-TX,59251.0
AUSTIN-TX,64468.0
BAILEY-TX,55038.0
BANDERA-TX,60361.0
BASTROP-TX,71820.0
BAYLOR-TX,40946.0
BEE-TX,45287.0
BELL-TX,54987.0
BEXAR-TX,58288.0
BLANCO-TX,70397.0
BORDEN-TX,83281.0
BOSQUE-TX,57337.0
BOWIE-TX,51796.0
BRAZORIA-TX,83325.0
BRAZOS-TX,50289.0
BREWSTER-TX,45296.0
BRISCOE-TX,37875.0
BROOKS-TX,25058.0
BROWN-TX,49180.0
BURLESON-TX,60058.0
BURNET-TX,59919.0
CALDWELL-TX,59846.0
CALHOUN-TX,57170.0
CALLAHAN-TX,51955.0
CAMERON-TX,41200.0
CAMP-TX,49539.0
CARSON-TX,74246.0
CASS-TX,47539.0
CASTRO-TX,49900.0
CHAMBERS-TX,95989.0
CHEROKEE-TX,50199.0
CHILDRESS-TX,43564.0
CLAY-TX,63125.0
COCHRAN-TX,41000.0
COKE-TX,45072.0
COLEMAN-TX,46948.0
COLLIN-TX,100541.0
COLLINGSWORTH-TX,41202.0
COLORADO-TX,52663.0
COMAL-TX,80781.0
COMANCHE-TX,54889.0
CONCHO-TX,53333.0
COOKE-TX,62733.0
CORYELL-TX,54712.0
COTTLE-TX,40250.0
CRANE-TX,54596.0
CROCKETT-TX,46695.0
CROSBY-TX,42470.0
CULBERSON-TX,34853.0
DALLAM-TX,58956.0
DALLAS-TX,61870.0
DAWSON-TX,40469.0
DEAF SMITH-TX,49790.0
DELTA-TX,49868.0
DENTON-TX,90354.0
DEWITT-TX,53815.0
DICKENS-TX,41141.0
DIMMIT-TX,25996.0
DONLEY-TX,51875.0
DUVAL-TX,45349.0
EASTLAND-TX,41559.0
ECTOR-TX,63096.0
EDWARDS-TX,40643.0
ELLIS-TX,79834.0
EL PASO-TX,48292.0
ERATH-TX,55383.0
FALLS-TX,36854.0
FANNIN-TX,57898.0
FAYETTE-TX,62872.0
FISHER-TX,52683.0
FLOYD-TX,52714.0
FOARD-TX,39306.0
FORT BEND-TX,100189.0
FRANKLIN-TX,59632.0
FREESTONE-TX,52232.0
FRIO-TX,48708.0
GAINES-TX,62994.0
GALVESTON-TX,74633.0
GARZA-TX,58938.0
GILLESPIE-TX,61445.0
GLASSCOCK-TX,74375.0
GOLIAD-TX,50000.0
GONZALES-TX,58210.0
GRAY-TX,54679.0
GRAYSON-TX,58296.0
GREGG-TX,52027.0
GRIMES-TX,56086.0
GUADALUPE-TX,75774.0
HALE-TX,47500.0
HALL-TX,40197.0
HAMILTON-TX,46893.0
HANSFORD-TX,46507.0
HARDEMAN-TX,47188.0
HARDIN-TX,61221.0
HARRIS-TX,63022.0
HARRISON-TX,54234.0
HARTLEY-TX,53722.0
HASKELL-TX,48955.0
HAYS-TX,68724.0
HEMPHILL-TX,59605.0
HENDERSON-TX,49469.0
HIDALGO-TX,41846.0
HILL-TX,55615.0
HOCKLEY-TX,47010.0
HOOD-TX,71253.0
HOPKINS-TX,54600.0
HOUSTON-TX,40838.0
HOWARD-TX,57761.0
HUDSPETH-TX,31505.0
HUNT-TX,57467.0
HUTCHINSON-TX,57921.0
IRION-TX,53778.0
JACK-TX,54087.0
JACKSON-TX,58243.0
JASPER-TX,42756.0
JEFF DAVIS-TX,
JEFFERSON-TX,50840.0
JIM HOGG-TX,35736.0
JIM WELLS-TX,45857.0
JOHNSON-TX,65311.0
JONES-TX,52471.0
KARNES-TX,52896.0
KAUFMAN-TX,72179.0
KENDALL-TX,98692.0
KENEDY-TX,40083.0
KENT-TX,61706.0
KERR-TX,57196.0
KIMBLE-TX,46602.0
KING-TX,39286.0
KINNEY-TX,39972.0
KLEBERG-TX,47301.0
KNOX-TX,50719.0
LAMAR-TX,48036.0
LAMB-TX,44935.0
LAMPASAS-TX,64808.0
LA SALLE-TX,47162.0
LAVACA-TX,54211.0
LEE-TX,56696.0
LEON-TX,43392.0
LIBERTY-TX,50917.0
LIMESTONE-TX,45781.0
LIPSCOMB-TX,63182.0
LIVE OAK-TX,50212.0
LLANO-TX,58941.0
LOVING-TX,44076.0
LUBBOCK-TX,53425.0
LYNN-TX,46163.0
MCCULLOCH-TX,48618.0
MCLENNAN-TX,50210.0
MCMULLEN-TX,67386.0
MADISON-TX,60499.0
MARION-TX,39093.0
MARTIN-TX,70000.0
MASON-TX,61434.0
MATAGORDA-TX,48733.0
MAVERICK-TX,41385.0
MEDINA-TX,62701.0
MENARD-TX,43826.0
MIDLAND-TX,83217.0
MILAM-TX,48253.0
MILLS-TX,50198.0
MITCHELL-TX,44939.0
MONTAGUE-TX,57511.0
MONTGOMERY-TX,83274.0
MOORE-TX,53967.0
MORRIS-TX,43995.0
MOTLEY-TX,45417.0
NACOGDOCHES-TX,44507.0
NAVARRO-TX,47574.0
NEWTON-TX,40690.0
NOLAN-TX,43692.0
NUECES-TX,56784.0
OCHILTREE-TX,53431.0
OLDHAM-TX,64250.0
ORANGE-TX,63488.0
PALO PINTO-TX,55986.0
PANOLA-TX,51297.0
PARKER-TX,84189.0
PARMER-TX,58558.0
PECOS-TX,53879.0
POLK-TX,50351.0
POTTER-TX,43652.0
PRESIDIO-TX,22716.0
RAINS-TX,52612.0
RANDALL-TX,68186.0
REAGAN-TX,61659.0
REAL-TX,38659.0
RED RIVER-TX,37135.0
REEVES-TX,61543.0
REFUGIO-TX,51054.0
ROBERTS-TX,61964.0
ROBERTSON-TX,53823.0
ROCKWALL-TX,105956.0
RUNNELS-TX,48489.0
RUSK-TX,56223.0
SABINE-TX,38917.0
SAN AUGUSTINE-TX,41568.0
SAN JACINTO-TX,44566.0
SAN PATRICIO-TX,56111.0
SAN SABA-TX,45169.0
SCHLEICHER-TX,45250.0
SCURRY-TX,50277.0
SHACKELFORD-TX,48212.0
SHELBY-TX,41170.0
SHERMAN-TX,57130.0
SMITH-TX,59450.0
SOMERVELL-TX,64394.0
STARR-TX,30931.0
STEPHENS-TX,44940.0
STERLING-TX,53194.0
STONEWALL-TX,58309.0
SUTTON-TX,61190.0
SWISHER-TX,36337.0
TARRANT-TX,70306.0
TAYLOR-TX,55568.0
TERRELL-TX,42823.0
TERRY-TX,44052.0
THROCKMORTON-TX,41875.0
TITUS-TX,53406.0
TOM GREEN-TX,57670.0
TRAVIS-TX,80668.0
TRINITY-TX,44052.0
TYLER-TX,47865.0
UPSHUR-TX,54330.0
UPTON-TX,59008.0
UVALDE-TX,45936.0
VAL VERDE-TX,47675.0
VAN ZANDT-TX,57203.0
VICTORIA-TX,58959.0
WALKER-TX,41508.0
WALLER-TX,61752.0
WARD-TX,61915.0
WASHINGTON-TX,59623.0
WEBB-TX,50296.0
WHARTON-TX,51770.0
WHEELER-TX,49036.0
WICHITA-TX,49710.0
WILBARGER-TX,45121.0
WILLACY-TX,37906.0
WILLIAMSON-TX,90834.0
WILSON-TX,80082.0
WINKLER-TX,63585.0
WISE-TX,67726.0
WOOD-TX,56749.0
YOAKUM-TX,69004.0
YOUNG-TX,52158.0
ZAPATA-TX,32945.0
ZAVALA-TX,40090.0
BEAVER-UT,66705
BOX ELDER-UT,63573
CACHE-UT,60530
CARBON-UT,50328
DAGGETT-UT,74911
DAVIS-UT,87570
DUCHESNE-UT,61655
EMERY-UT,57772
GARFIELD-UT,44279
GRAND-UT,56639
IRON-UT,52045
JUAB-UT,68333
KANE-UT,49486
MILLARD-UT,63221
MORGAN-UT,100408
PIUTE-UT,29125
RICH-UT,63917
SALT LAKE-UT,77128
SAN JUAN-UT,49690
SANPETE-UT,55820
SEVIER-UT,55361
SUMMIT-UT,106973
TOOELE-UT,76737
UINTAH-UT,59428
UTAH-UT,77057
WASATCH-UT,85807
WASHINGTON-UT,61747
WAYNE-UT,49299
WEBER-UT,71275
ADDISON-VT,70262
BENNINGTON-VT,58200
CALEDONIA-VT,52481
CHITTENDEN-VT,76316
ESSEX-VT,47035
FRANKLIN-VT,65314
GRAND ISLE-VT,81667
LAMOILLE-VT,64179
ORANGE-VT,62737
ORLEANS-VT,54390
RUTLAND-VT,57176
WASHINGTON-VT,64862
WINDHAM-VT,54188
WINDSOR-VT,61503
ACCOMACK-VA,46178
ALBEMARLE-VA,84643
ALLEGHANY-VA,48513
AMELIA-VA,63918
AMHERST-VA,57368
APPOMATTOX-VA,55457
ARLINGTON-VA,122604
AUGUSTA-VA,65076
BATH-VA,55481
BEDFORD-VA,67136
BLAND-VA,50365
BOTETOURT-VA,72719
BRUNSWICK-VA,46111
BUCHANAN-VA,34302
BUCKINGHAM-VA,48603
CAMPBELL-VA,52319
CAROLINE-VA,67901
CARROLL-VA,44518
CHARLES CITY-VA,60096
CHARLOTTE-VA,40924
CHESTERFIELD-VA,84645
CLARKE-VA,86154
CRAIG-VA,57792
CULPEPER-VA,80663
CUMBERLAND-VA,50565
DICKENSON-VA,30116
DINWIDDIE-VA,65485
ESSEX-VA,51125
FAIRFAX-VA,127866
FAUQUIER-VA,105665
FLOYD-VA,51250
FLUVANNA-VA,78885
FRANKLIN-VA,56779
FREDERICK-VA,80011
GILES-VA,57279
GLOUCESTER-VA,71649
GOOCHLAND-VA,97146
GRAYSON-VA,41558
GREENE-VA,67266
GREENSVILLE-VA,49756
HALIFAX-VA,43714
HANOVER-VA,91444
HENRICO-VA,72295
HENRY-VA,38511
HIGHLAND-VA,51831
ISLE OF WIGHT-VA,77870
JAMES CITY-VA,91675
KING AND QUEEN-VA,65385
KING GEORGE-VA,96711
KING WILLIAM-VA,73284
LANCASTER-VA,59736
LEE-VA,35006
LOUDOUN-VA,147111
LOUISA-VA,67027
LUNENBURG-VA,45884
MADISON-VA,63482
MATHEWS-VA,74489
MECKLENBURG-VA,50224
MIDDLESEX-VA,57060
MONTGOMERY-VA,59126
NELSON-VA,62203
NEW KENT-VA,97688
NORTHAMPTON-VA,50819
NORTHUMBERLAND-VA,59437
NOTTOWAY-VA,49983
ORANGE-VA,74446
PAGE-VA,51878
PATRICK-VA,46941
PITTSYLVANIA-VA,49520
POWHATAN-VA,93833
PRINCE EDWARD-VA,44253
PRINCE GEORGE-VA,75123
PRINCE WILLIAM-VA,107707
PULASKI-VA,53689
RAPPAHANNOCK-VA,82077
RICHMOND-VA,53298
ROANOKE-VA,70076
ROCKBRIDGE-VA,54133
ROCKINGHAM-VA,64496
RUSSELL-VA,38564
SCOTT-VA,41540
SHENANDOAH-VA,56114
SMYTH-VA,41088
SOUTHAMPTON-VA,63034
SPOTSYLVANIA-VA,90913
STAFFORD-VA,112247
SURRY-VA,56525
SUSSEX-VA,51701
TAZEWELL-VA,42207
WARREN-VA,70109
WASHINGTON-VA,50928
WESTMORELAND-VA,53790
WISE-VA,41285
WYTHE-VA,51639
YORK-VA,93356
ALEXANDRIA CITY-VA,102227
BRISTOL CITY-VA,39679
BUENA VISTA CITY-VA,36634
CHARLOTTESVILLE CITY-VA,59598
CHESAPEAKE CITY-VA,81261
COLONIAL HEIGHTS CITY-VA,60522
COVINGTON CITY-VA,41024
DANVILLE CITY-VA,37147
EMPORIA CITY-VA,30058
FAIRFAX CITY-VA,109708
FALLS CHURCH CITY-VA,146922
FRANKLIN CITY-VA,49811
FREDERICKSBURG CITY-VA,69528
GALAX CITY-VA,35184
HAMPTON CITY-VA,57041
HARRISONBURG CITY-VA,49117
HOPEWELL CITY-VA,43262
LEXINGTON CITY-VA,50714
LYNCHBURG CITY-VA,49201
MANASSAS CITY-VA,86227
MANASSAS PARK CITY-VA,81639
MARTINSVILLE CITY-VA,36166
NEWPORT NEWS CITY-VA,54511
NORFOLK CITY-VA,53026
NORTON CITY-VA,30518
PETERSBURG CITY-VA,43029
POQUOSON CITY-VA,100696
PORTSMOUTH CITY-VA,53213
RADFORD CITY-VA,34576
RICHMOND CITY-VA,51421
ROANOKE CITY-VA,45664
SALEM CITY-VA,63411
STAUNTON CITY-VA,52292
SUFFOLK CITY-VA,79899
VIRGINIA BEACH CITY-VA,78136
WAYNESBORO CITY-VA,43480
WILLIAMSBURG CITY-VA,59288
WINCHESTER CITY-VA,61102
ADAMS-WA,51601
ASOTIN-WA,53941
BENTON-WA,72046
CHELAN-WA,61304
CLALLAM-WA,55090
CLARK-WA,77184
COLUMBIA-WA,61779
COWLITZ-WA,58791
DOUGLAS-WA,65730
FERRY-WA,41685
FRANKLIN-WA,66904
GARFIELD-WA,56923
GRANT-WA,59165
GRAYS HARBOR-WA,50665
ISLAND-WA,70765
JEFFERSON-WA,57693
KING-WA,99158
KITSAP-WA,78969
KITTITAS-WA,59703
KLICKITAT-WA,56667
LEWIS-WA,54970
LINCOLN-WA,58584
MASON-WA,60565
OKANOGAN-WA,48528
PACIFIC-WA,50873
PEND OREILLE-WA,55021
PIERCE-WA,76438
SAN JUAN-WA,64753
SKAGIT-WA,71021
SKAMANIA-WA,69296
SNOHOMISH-WA,89273
SPOKANE-WA,60101
STEVENS-WA,54426
THURSTON-WA,75867
WAHKIAKUM-WA,54524
WALLA WALLA-WA,60615
WHATCOM-WA,65420
WHITMAN-WA,42288
YAKIMA-WA,54917
BARBOUR-WV,38906
BERKELEY-WV,65286
BOONE-WV,45297
BRAXTON-WV,43819
BROOKE-WV,48168
CABELL-WV,41472
CALHOUN-WV,38668
CLAY-WV,35154
DODDRIDGE-WV,51300
FAYETTE-WV,43722
GILMER-WV,42883
GRANT-WV,43313
GREENBRIER-WV,39807
HAMPSHIRE-WV,48528
HANCOCK-WV,48140
HARDY-WV,46513
HARRISON-WV,52134
JACKSON-WV,49115
JEFFERSON-WV,82551
KANAWHA-WV,47122
LEWIS-WV,43894
LINCOLN-WV,42064
LOGAN-WV,36250
MCDOWELL-WV,26072
MARION-WV,52856
MARSHALL-WV,48179
MASON-WV,51820
MERCER-WV,40716
MINERAL-WV,51723
MINGO-WV,35454
MONONGALIA-WV,54198
MONROE-WV,44828
MORGAN-WV,57116
NICHOLAS-WV,40318
OHIO-WV,48056
PENDLETON-WV,46358
PLEASANTS-WV,55508
POCAHONTAS-WV,37642
PRESTON-WV,51992
PUTNAM-WV,63954
RALEIGH-WV,43283
RANDOLPH-WV,45206
RITCHIE-WV,44328
ROANE-WV,38895
SUMMERS-WV,37769
TAYLOR-WV,52958
TUCKER-WV,47527
TYLER-WV,47598
UPSHUR-WV,40802
WAYNE-WV,43710
WEBSTER-WV,33358
WETZEL-WV,44539
WIRT-WV,45315
WOOD-WV,48711
WYOMING-WV,44095
ADAMS-WI,48906
ASHLAND-WI,47869
BARRON-WI,52346
BAYFIELD-WI,57257
BROWN-WI,64728
BUFFALO-WI,58364
BURNETT-WI,53555
CALUMET-WI,76065
CHIPPEWA-WI,61215
CLARK-WI,54463
COLUMBIA-WI,69262
CRAWFORD-WI,51218
DANE-WI,75179
DODGE-WI,62591
DOOR-WI,61765
DOUGLAS-WI,56855
DUNN-WI,59588
EAU CLAIRE-WI,62508
FLORENCE-WI,50821
FOND DU LAC-WI,64147
FOREST-WI,48394
GRANT-WI,54144
GREEN-WI,66212
GREEN LAKE-WI,57339
IOWA-WI,68714
IRON-WI,45588
JACKSON-WI,55228
JEFFERSON-WI,67167
JUNEAU-WI,53928
KENOSHA-WI,66595
KEWAUNEE-WI,68474
LA CROSSE-WI,60307
LAFAYETTE-WI,61070
LANGLADE-WI,52074
LINCOLN-WI,59183
MANITOWOC-WI,58464
MARATHON-WI,63029
MARINETTE-WI,52385
MARQUETTE-WI,53293
MENOMINEE-WI,47188
MILWAUKEE-WI,52260
MONROE-WI,60595
OCONTO-WI,64528
ONEIDA-WI,58156
OUTAGAMIE-WI,68441
OZAUKEE-WI,84394
PEPIN-WI,58750
PIERCE-WI,73873
POLK-WI,61814
PORTAGE-WI,60316
PRICE-WI,49749
RACINE-WI,62556
RICHLAND-WI,52052
ROCK-WI,59519
RUSK-WI,48961
ST. CROIX-WI,84985
SAUK-WI,62808
SAWYER-WI,52022
SHAWANO-WI,57322
SHEBOYGAN-WI,62101
TAYLOR-WI,52860
TREMPEALEAU-WI,59606
VERNON-WI,54549
VILAS-WI,50039
WALWORTH-WI,66034
WASHBURN-WI,51711
WASHINGTON-WI,80839
WAUKESHA-WI,88985
WAUPACA-WI,60106
WAUSHARA-WI,54320
WINNEBAGO-WI,59947
WOOD-WI,55684
ALBANY-WY,51362
BIG HORN-WY,51237
CAMPBELL-WY,80887
CARBON-WY,62423
CONVERSE-WY,73806
CROOK-WY,66898
FREMONT-WY,54291
GOSHEN-WY,55955
HOT SPRINGS-WY,53398
JOHNSON-WY,56565
LARAMIE-WY,69369
LINCOLN-WY,71898
NATRONA-WY,62168
NIOBRARA-WY,46111
PARK-WY,63684
PLATTE-WY,57784
SHERIDAN-WY,59380
SUBLETTE-WY,78655
SWEETWATER-WY,73384
TETON-WY,87053
UINTA-WY,72458
WASHAKIE-WY,57306
WESTON-WY,53333
