County-State,Graduation-Rate
MORGAN-TN,96.0
PERRY-TN,97.5
PUTNAM-TN,93.0
RHEA-TN,81.0
ROANE-TN,92.0
RUTHERFORD-TN,94.0
SCOTT-TN,92.5
SEVIER-TN,85.0
SMITH-TN,92.5
SULLIVAN-TN,92.71
SUMNER-TN,92.0
TIPTON-TN,98.0
WEAKLEY-TN,94.0
WHITE-TN,94.0
WILLIAMSON-TN,96.0
WILSON-TN,96.0
BLEDSOE-TN,82.5
BRADLEY-TN,90.13
CANNON-TN,87.5
CARROLL-TN,92.96
CHESTER-TN,92.5
CLAY-TN,97.5
DECATUR-TN,87.5
DICKSON-TN,90.0
DYER-TN,91.16
FAYETTE-TN,80.0
FRANKLIN-TN,90.0
GRUNDY-TN,87.5
ROBERTSON-TN,95.0
SEQUATCHIE-TN,77.5
SHELBY-TN,77.8
STEWART-TN,97.5
JACKSON-TN,87.5
LAKE-TN,87.5
LAWRENCE-TN,93.0
LEWIS-TN,87.5
LINCOLN-TN,96.33
MCNAIRY-TN,87.0
MACON-TN,80.0
MADISON-TN,91.0
MARION-TN,82.62
MONTGOMERY-TN,97.0
OBION-TN,87.87
OVERTON-TN,91.0
POLK-TN,92.5
TROUSDALE-TN,97.5
UNICOI-TN,87.5
UNION-TN,92.5
VAN BUREN-TN,97.5
WARREN-TN,91.0
WASHINGTON-TN,90.32
WAYNE-TN,97.5
GRIMES-TX,89.5
HALE-TX,90.7
HALL-TX,100.0
HARDIN-TX,94.8
HARRIS-TX,87.0
HARRISON-TX,92.9
HEMPHILL-TX,89.4
HENDERSON-TX,96.7
HOPKINS-TX,92.6
HOUSTON-TX,95.7
HUTCHINSON-TX,92.6
JASPER-TX,94.0
JEFF DAVIS-TX,100.0
KENT-TX,100.0
KING-TX,92.3
KLEBERG-TX,84.3
LAMAR-TX,92.6
LEE-TX,91.9
LEON-TX,96.3
LIPSCOMB-TX,100.0
MCMULLEN-TX,100.0
MADISON-TX,94.7
MATAGORDA-TX,92.9
MENARD-TX,100.0
MILLS-TX,70.2
MONTGOMERY-TX,92.4
MOORE-TX,95.6
MORRIS-TX,95.5
NACOGDOCHES-TX,89.2
NAVARRO-TX,93.5
NUECES-TX,86.3
HILL-TX,95.8
HOCKLEY-TX,92.3
HOOD-TX,92.7
HOWARD-TX,85.8
HUDSPETH-TX,95.1
HUNT-TX,87.4
IRION-TX,100.0
JACK-TX,100.0
PARKER-TX,96.7
PECOS-TX,59.6
POLK-TX,94.5
RAINS-TX,93.9
REAGAN-TX,92.9
RED RIVER-TX,96.9
REFUGIO-TX,95.7
SAN AUGUSTINE-TX,91.4
SAN JACINTO-TX,89.6
SAN PATRICIO-TX,91.4
SAN SABA-TX,100.0
SHELBY-TX,92.9
SMITH-TX,93.4
SOMERVELL-TX,89.5
SUTTON-TX,98.5
TERRELL-TX,100.0
THROCKMORTON-TX,100.0
TRAVIS-TX,89.7
TRINITY-TX,90.2
TYLER-TX,93.2
VAN ZANDT-TX,91.1
VICTORIA-TX,83.5
WALLER-TX,94.2
WARD-TX,93.3
WHARTON-TX,95.0
WILLIAMSON-TX,94.8
WINKLER-TX,100.0
WOOD-TX,96.6
ZAVALA-TX,82.6
GREGG-TX,92.6
HAMILTON-TX,96.6
HANSFORD-TX,100.0
HARDEMAN-TX,100.0
HARTLEY-TX,95.0
HASKELL-TX,94.1
HAYS-TX,90.2
HIDALGO-TX,86.5
ANDERSON-TX,91.1
ANDREWS-TX,95.7
ANGELINA-TX,92.4
ARANSAS-TX,91.4
ARMSTRONG-TX,96.2
AUSTIN-TX,95.7
BAYLOR-TX,97.2
BEE-TX,86.8
BEXAR-TX,87.7
BOSQUE-TX,97.1
BOWIE-TX,92.9
BRAZORIA-TX,93.2
BRAZOS-TX,83.4
BURLESON-TX,93.0
CALDWELL-TX,92.0
CALHOUN-TX,92.6
CAMP-TX,97.5
CASS-TX,95.0
CHAMBERS-TX,98.2
CHEROKEE-TX,91.8
COCHRAN-TX,94.4
COLEMAN-TX,94.7
COMAL-TX,92.5
COTTLE-TX,90.9
CRANE-TX,94.6
CROCKETT-TX,97.8
DALLAS-TX,83.7
DELTA-TX,95.5
DICKENS-TX,92.0
DIMMIT-TX,85.2
ECTOR-TX,77.8
FLOYD-TX,92.2
FOARD-TX,100.0
FORT BEND-TX,93.2
FREESTONE-TX,97.6
GALVESTON-TX,91.9
GLASSCOCK-TX,100.0
GOLIAD-TX,99.0
LYNN-TX,95.4
MCCULLOCH-TX,97.0
MCLENNAN-TX,89.9
MARION-TX,98.6
MARTIN-TX,98.6
MASON-TX,100.0
MAVERICK-TX,86.1
JACKSON-TX,93.4
JEFFERSON-TX,86.7
JIM HOGG-TX,92.4
JIM WELLS-TX,82.6
JOHNSON-TX,93.0
JONES-TX,99.0
KARNES-TX,93.8
KAUFMAN-TX,93.6
KENDALL-TX,97.2
KERR-TX,91.0
KIMBLE-TX,100.0
KINNEY-TX,92.2
KNOX-TX,97.4
LAMB-TX,96.9
LAMPASAS-TX,97.3
LA SALLE-TX,92.7
LAVACA-TX,97.8
LIBERTY-TX,90.8
LIMESTONE-TX,93.9
LIVE OAK-TX,93.5
LLANO-TX,96.6
LUBBOCK-TX,89.6
SABINE-TX,93.6
SCHLEICHER-TX,94.4
SCURRY-TX,90.5
SHACKELFORD-TX,100.0
SHERMAN-TX,92.5
STARR-TX,91.7
STEPHENS-TX,94.6
STERLING-TX,100.0
STONEWALL-TX,90.0
SWISHER-TX,93.5
MEDINA-TX,95.2
MIDLAND-TX,84.8
MILAM-TX,96.2
MITCHELL-TX,93.3
MONTAGUE-TX,94.8
MOTLEY-TX,100.0
NEWTON-TX,97.2
NOLAN-TX,92.9
OCHILTREE-TX,92.7
OLDHAM-TX,97.3
ORANGE-TX,91.2
PALO PINTO-TX,93.0
PANOLA-TX,88.4
PARMER-TX,96.0
POTTER-TX,84.6
PRESIDIO-TX,90.7
RANDALL-TX,96.7
REAL-TX,69.0
ROBERTS-TX,100.0
ROCKWALL-TX,96.0
RUNNELS-TX,97.0
RUSK-TX,95.7
TARRANT-TX,89.0
TAYLOR-TX,85.0
TERRY-TX,94.7
TITUS-TX,97.8
TOM GREEN-TX,90.4
UPSHUR-TX,95.5
UPTON-TX,96.7
UVALDE-TX,83.8
VAL VERDE-TX,92.7
WALKER-TX,79.3
WISE-TX,97.0
YOAKUM-TX,98.4
YOUNG-TX,96.3
ZAPATA-TX,87.0
ARCHER-TX,98.5
ATASCOSA-TX,94.1
BAILEY-TX,95.8
BANDERA-TX,97.6
WEBB-TX,90.0
WHEELER-TX,96.3
WICHITA-TX,95.1
WILBARGER-TX,90.2
WILLACY-TX,86.4
WILSON-TX,96.0
COOKE-TX,97.0
CORYELL-TX,93.3
CROSBY-TX,92.1
CULBERSON-TX,100.0
DALLAM-TX,91.5
DAWSON-TX,93.8
DEAF SMITH-TX,88.6
DENTON-TX,94.0
DEWITT-TX,93.4
BASTROP-TX,93.5
BELL-TX,82.3
BLANCO-TX,98.3
BORDEN-TX,100.0
BREWSTER-TX,97.2
BRISCOE-TX,100.0
BROOKS-TX,82.5
BROWN-TX,95.6
BURNET-TX,93.2
CALLAHAN-TX,96.7
CARSON-TX,98.7
CASTRO-TX,98.1
CHILDRESS-TX,81.7
CLAY-TX,94.9
COKE-TX,100.0
COLLIN-TX,96.3
COLLINGSWORTH-TX,100.0
COLORADO-TX,92.6
COMANCHE-TX,97.7
CONCHO-TX,97.1
DONLEY-TX,94.3
DUVAL-TX,84.5
EASTLAND-TX,92.1
EDWARDS-TX,97.4
EL PASO-TX,84.2
ERATH-TX,55.4
FALLS-TX,91.2
FANNIN-TX,94.4
FAYETTE-TX,92.3
FISHER-TX,92.3
FRANKLIN-TX,98.1
FRIO-TX,85.4
GAINES-TX,94.8
GARZA-TX,82.7
GILLESPIE-TX,97.5
GONZALES-TX,88.6
GRAY-TX,94.6
GRAYSON-TX,94.6
ROBERTSON-TX,96.5
WASHINGTON-TX,91.5
ELLIS-TX,92.2
CAMERON-TX,90.2
REEVES-TX,91.6
GUADALUPE-TX,94.7
MILLARD-UT,87.0
SAN JUAN-UT,84.0
SANPETE-UT,86.12
SEVIER-UT,81.0
WASHINGTON-UT,88.92
TOOELE-UT,92.0
BEAVER-UT,82.5
BOX ELDER-UT,88.0
CACHE-UT,89.98
CARBON-UT,96.7
DAVIS-UT,91.82
DUCHESNE-UT,85.0
EMERY-UT,92.5
GARFIELD-UT,77.5
GRAND-UT,87.5
IRON-UT,88.41
JUAB-UT,94.41
KANE-UT,97.5
MORGAN-UT,92.5
SALT LAKE-UT,78.76
SUMMIT-UT,93.45
UINTAH-UT,79.94
UTAH-UT,88.22
WASATCH-UT,92.0
WEBER-UT,79.83
LAMOILLE-VT,91.0
ORANGE-VT,85.84
ORLEANS-VT,88.04
RUTLAND-VT,88.19
WASHINGTON-VT,89.02
WINDHAM-VT,80.92
WINDSOR-VT,85.25
ADDISON-VT,91.67
BENNINGTON-VT,83.23
CALEDONIA-VT,88.07
CHITTENDEN-VT,89.72
FRANKLIN-VT,88.54
BLAND-VA,92.5
BRUNSWICK-VA,77.5
CARROLL-VA,86.0
CLARKE-VA,92.5
CUMBERLAND-VA,87.5
FLUVANNA-VA,90.0
GILES-VA,84.0
GOOCHLAND-VA,92.5
GRAYSON-VA,82.5
GREENE-VA,93.0
HENRY-VA,84.0
KING GEORGE-VA,92.0
ACCOMACK-VA,85.0
ALLEGHANY-VA,82.0
AMELIA-VA,87.5
AMHERST-VA,83.0
AUGUSTA-VA,88.0
BEDFORD-VA,85.0
BOTETOURT-VA,92.0
BUCHANAN-VA,86.0
BUCKINGHAM-VA,87.5
CAMPBELL-VA,85.0
CAROLINE-VA,80.0
CHARLOTTE-VA,82.5
CHESTERFIELD-VA,88.0
CULPEPER-VA,88.0
DICKENSON-VA,77.5
DINWIDDIE-VA,75.0
ESSEX-VA,82.5
FAIRFAX-VA,87.0
FAUQUIER-VA,89.0
FLOYD-VA,92.5
FRANKLIN-VA,84.0
GLOUCESTER-VA,91.0
HALIFAX-VA,78.0
HANOVER-VA,91.0
HENRICO-VA,85.0
ISLE OF WIGHT-VA,89.0
KING WILLIAM-VA,90.37
LOUDOUN-VA,93.0
LUNENBURG-VA,82.5
MADISON-VA,87.5
MECKLENBURG-VA,87.0
MONTGOMERY-VA,85.0
NELSON-VA,77.5
NEW KENT-VA,90.0
ORANGE-VA,87.0
PAGE-VA,96.0
PATRICK-VA,87.5
PITTSYLVANIA-VA,88.0
PRINCE EDWARD-VA,82.5
ROANOKE-VA,91.0
ROCKBRIDGE-VA,87.0
RUSSELL-VA,87.0
SHENANDOAH-VA,91.0
SOUTHAMPTON-VA,82.5
SPOTSYLVANIA-VA,88.0
STAFFORD-VA,90.0
TAZEWELL-VA,76.0
WASHINGTON-VA,90.0
WESTMORELAND-VA,83.16
WISE-VA,86.0
COLONIAL HEIGHTS CITY-VA,86.0
FALLS CHURCH CITY-VA,97.5
STAUNTON CITY-VA,88.16
WINCHESTER CITY-VA,89.33
LEE-VA,76.0
ARLINGTON-VA,85.0
LANCASTER-VA,82.5
LOUISA-VA,85.0
MATHEWS-VA,87.5
MIDDLESEX-VA,92.5
NORTHAMPTON-VA,77.5
NORTHUMBERLAND-VA,92.5
NOTTOWAY-VA,77.5
POWHATAN-VA,90.0
PRINCE GEORGE-VA,82.0
PULASKI-VA,80.0
RAPPAHANNOCK-VA,87.5
RICHMOND-VA,87.5
SCOTT-VA,89.0
SMYTH-VA,88.0
SURRY-VA,82.5
SUSSEX-VA,72.5
WARREN-VA,88.0
WYTHE-VA,88.0
YORK-VA,93.0
ALEXANDRIA CITY-VA,72.0
BRISTOL CITY-VA,77.5
BUENA VISTA CITY-VA,77.5
CHARLOTTESVILLE CITY-VA,86.74
CHESAPEAKE CITY-VA,87.0
DANVILLE CITY-VA,73.0
EMPORIA CITY-VA,82.5
FRANKLIN CITY-VA,72.5
FREDERICKSBURG CITY-VA,77.0
GALAX CITY-VA,87.5
HAMPTON CITY-VA,83.0
HARRISONBURG CITY-VA,87.61
HOPEWELL CITY-VA,75.0
LYNCHBURG CITY-VA,76.0
MANASSAS CITY-VA,78.0
MANASSAS PARK CITY-VA,81.0
MARTINSVILLE CITY-VA,77.5
NEWPORT NEWS CITY-VA,85.0
NORFOLK CITY-VA,76.0
PETERSBURG CITY-VA,60.0
POQUOSON CITY-VA,92.5
PORTSMOUTH CITY-VA,81.0
RADFORD CITY-VA,87.5
RICHMOND CITY-VA,70.0
ROANOKE CITY-VA,76.0
SALEM CITY-VA,91.0
SUFFOLK CITY-VA,82.0
VIRGINIA BEACH CITY-VA,86.0
WAYNESBORO CITY-VA,76.0
WILLIAMSBURG CITY-VA,87.0
PRINCE WILLIAM-VA,86.0
APPOMATTOX-VA,92.5
ADAMS-WA,76.48
ASOTIN-WA,67.26
BENTON-WA,78.51
CHELAN-WA,78.13
CLALLAM-WA,80.18
CLARK-WA,82.62
COWLITZ-WA,78.57
DOUGLAS-WA,80.23
FRANKLIN-WA,74.77
GRANT-WA,76.48
GRAYS HARBOR-WA,80.94
ISLAND-WA,83.85
JEFFERSON-WA,76.92
KING-WA,81.63
KITSAP-WA,82.2
LEWIS-WA,80.45
OKANOGAN-WA,84.07
PACIFIC-WA,89.0
PIERCE-WA,84.28
SAN JUAN-WA,81.86
SKAGIT-WA,71.95
SNOHOMISH-WA,83.8
STEVENS-WA,85.42
THURSTON-WA,81.16
WALLA WALLA-WA,80.1
WHATCOM-WA,80.45
WHITMAN-WA,86.82
YAKIMA-WA,73.15
KLICKITAT-WA,82.47
MASON-WA,73.88
PEND OREILLE-WA,86.53
SKAMANIA-WA,82.5
SPOKANE-WA,84.44
KITTITAS-WA,81.71
PRESTON-WV,84.0
PUTNAM-WV,91.0
SUMMERS-WV,77.5
TAYLOR-WV,92.5
UPSHUR-WV,85.0
BARBOUR-WV,92.5
BERKELEY-WV,89.0
BOONE-WV,86.0
BRAXTON-WV,87.5
BROOKE-WV,94.0
CABELL-WV,82.0
CALHOUN-WV,92.5
CLAY-WV,82.5
FAYETTE-WV,83.0
GILMER-WV,87.5
GREENBRIER-WV,87.0
HARDY-WV,97.5
HARRISON-WV,86.0
KANAWHA-WV,80.0
LEWIS-WV,77.5
LINCOLN-WV,86.0
LOGAN-WV,85.0
MINERAL-WV,97.0
MINGO-WV,90.0
NICHOLAS-WV,91.0
PENDLETON-WV,92.5
POCAHONTAS-WV,82.5
RALEIGH-WV,83.0
RANDOLPH-WV,84.0
RITCHIE-WV,92.5
ROANE-WV,87.5
TUCKER-WV,87.5
TYLER-WV,92.5
WAYNE-WV,81.0
WETZEL-WV,94.0
WYOMING-WV,89.0
DODDRIDGE-WV,92.5
GRANT-WV,92.5
HAMPSHIRE-WV,77.0
HANCOCK-WV,88.0
JACKSON-WV,95.0
JEFFERSON-WV,91.0
MCDOWELL-WV,80.0
MARION-WV,91.0
MARSHALL-WV,88.0
MASON-WV,89.0
MERCER-WV,83.0
MONONGALIA-WV,85.0
MONROE-WV,87.5
MORGAN-WV,91.0
OHIO-WV,95.0
PLEASANTS-WV,92.5
WEBSTER-WV,92.5
WIRT-WV,92.5
WOOD-WV,88.0
JACKSON-WI,90.62
JEFFERSON-WI,94.55
KENOSHA-WI,88.63
KEWAUNEE-WI,95.64
LA CROSSE-WI,93.35
LANGLADE-WI,91.27
ADAMS-WI,92.19
ASHLAND-WI,89.69
BARRON-WI,87.33
BROWN-WI,88.09
BUFFALO-WI,94.26
CALUMET-WI,94.67
DOOR-WI,90.72
DUNN-WI,92.63
GRANT-WI,92.27
JUNEAU-WI,87.47
MARINETTE-WI,92.45
OCONTO-WI,87.64
PORTAGE-WI,92.66
RUSK-WI,91.35
SAUK-WI,92.87
TREMPEALEAU-WI,93.73
WAUSHARA-WI,91.27
BURNETT-WI,74.55
CHIPPEWA-WI,91.63
CLARK-WI,92.39
COLUMBIA-WI,93.49
CRAWFORD-WI,95.11
DANE-WI,87.11
DODGE-WI,92.36
DOUGLAS-WI,90.59
EAU CLAIRE-WI,89.02
FOND DU LAC-WI,90.43
GREEN-WI,92.03
GREEN LAKE-WI,92.57
IOWA-WI,94.12
ST. CROIX-WI,95.69
SAWYER-WI,83.28
SHAWANO-WI,90.25
SHEBOYGAN-WI,93.9
TAYLOR-WI,92.56
VERNON-WI,95.44
LINCOLN-WI,91.51
MANITOWOC-WI,87.32
MARATHON-WI,92.26
MARQUETTE-WI,88.17
MILWAUKEE-WI,74.35
MONROE-WI,92.65
ONEIDA-WI,91.51
OUTAGAMIE-WI,91.6
OZAUKEE-WI,95.71
PEPIN-WI,95.97
PIERCE-WI,93.96
POLK-WI,93.9
PRICE-WI,95.0
RACINE-WI,81.68
RICHLAND-WI,92.0
ROCK-WI,91.41
VILAS-WI,95.42
WALWORTH-WI,90.49
WASHBURN-WI,93.37
WASHINGTON-WI,92.54
WAUKESHA-WI,94.07
WAUPACA-WI,95.3
WINNEBAGO-WI,90.81
WOOD-WI,93.31
CONVERSE-WY,86.86
ALBANY-WY,79.0
BIG HORN-WY,73.54
CAMPBELL-WY,78.0
CARBON-WY,75.68
CROOK-WY,92.5
FREMONT-WY,71.06
GOSHEN-WY,77.5
LARAMIE-WY,75.83
PARK-WY,85.02
SHERIDAN-WY,86.31
SUBLETTE-WY,93.55
TETON-WY,97.5
UINTA-WY,85.68
JOHNSON-WY,82.5
LINCOLN-WY,91.12
NATRONA-WY,77.0
NIOBRARA-WY,52.5
PLATTE-WY,79.95
SWEETWATER-WY,78.23
WASHAKIE-WY,72.64
KUSILVAK-AK,64.36
