County-State,Percentage-Private-School,Percentage-Public-School
NIAGARA-NY,0.14754098360655737,0.8524590163934426
PANOLA-MS,0.07142857142857142,0.9285714285714286
KEWAUNEE-WI,0.4117647058823529,0.5882352941176471
ELMORE-AL,0.21739130434782608,0.782608695652174
LYON-MN,0.19047619047619047,0.8095238095238095
HAMLIN-SD,0.09090909090909091,0.9090909090909091
WARREN-PA,0.5217391304347826,0.4782608695652174
JEFFERSON-WV,0.15789473684210525,0.8421052631578947
HILL-MT,0.05263157894736842,0.9473684210526315
SCHOHARIE-NY,0.15384615384615385,0.8461538461538461
RIVERSIDE-CA,0.15676567656765678,0.8432343234323433
TILLAMOOK-OR,0.2,0.8
LAGRANGE-IN,0.6904761904761905,0.30952380952380953
RALEIGH-WV,0.16666666666666666,0.8333333333333334
DEKALB-IL,0.10869565217391304,0.8913043478260869
GRUNDY-IL,0.038461538461538464,0.9615384615384616
NASSAU-NY,0.22604422604422605,0.773955773955774
JACKSON-MS,0.09803921568627451,0.9019607843137255
ROBERTSON-TN,0.125,0.875
CERRO GORDO-IA,0.1111111111111111,0.8888888888888888
VANDERBURGH-IN,0.2727272727272727,0.7272727272727273
VENANGO-PA,0.36,0.64
WYOMING-PA,0.2,0.8
MASON-WV,0.14285714285714285,0.8571428571428571
ST. CLAIR-IL,0.168141592920354,0.831858407079646
BRONX-NY,0.1217564870259481,0.8782435129740519
OKTIBBEHA-MS,0.2,0.8
CARTER-TN,0.047619047619047616,0.9523809523809523
COFFEE-TN,0.05263157894736842,0.9473684210526315
MARIES-MO,0.2,0.8
PIERCE-WI,0.13793103448275862,0.8620689655172413
LAPORTE-IN,0.18181818181818182,0.8181818181818182
NEWPORT-RI,0.21428571428571427,0.7857142857142857
CLEARFIELD-PA,0.34375,0.65625
BUREAU-IL,0.07692307692307693,0.9230769230769231
WINNEBAGO-WI,0.22535211267605634,0.7746478873239436
OAKLAND-MI,0.19832985386221294,0.8016701461377871
WARREN-NJ,0.1,0.9
MADISON-KY,0.07407407407407407,0.9259259259259259
BUTLER-PA,0.35,0.65
MEDINA-OH,0.1568627450980392,0.8431372549019608
FORREST-MS,0.16,0.84
PEND OREILLE-WA,0.1,0.9
THURSTON-WA,0.1717171717171717,0.8282828282828283
WASHINGTON-NY,0.07142857142857142,0.9285714285714286
JASPER-SC,0.2727272727272727,0.7272727272727273
CHARLESTON-SC,0.296,0.704
SAN MIGUEL-NM,0.08695652173913043,0.9130434782608695
WHITESIDE-IL,0.15789473684210525,0.8421052631578947
HOLMES-OH,0.8448275862068966,0.15517241379310345
HARDIN-OH,0.4090909090909091,0.5909090909090909
LEFLORE-MS,0.2,0.8
JEFFERSON-WI,0.41509433962264153,0.5849056603773585
FAYETTE-IA,0.10526315789473684,0.8947368421052632
DAWES-NE,0.2222222222222222,0.7777777777777778
SARPY-NE,0.06944444444444445,0.9305555555555556
WASHINGTON-PA,0.18571428571428572,0.8142857142857143
BERKELEY-WV,0.10526315789473684,0.8947368421052632
THOMAS-GA,0.07142857142857142,0.9285714285714286
CLAYTON-GA,0.10666666666666667,0.8933333333333333
LEE-SC,0.1111111111111111,0.8888888888888888
HAMPTON-SC,0.09090909090909091,0.9090909090909091
LACKAWANNA-PA,0.323943661971831,0.676056338028169
HANCOCK-WV,0.2727272727272727,0.7272727272727273
HANCOCK-OH,0.02631578947368421,0.9736842105263158
PICKAWAY-OH,0.09523809523809523,0.9047619047619048
HOWELL-MO,0.0625,0.9375
CARROLL-NH,0.11538461538461539,0.8846153846153846
IOWA-IA,0.1,0.9
UNION-AR,0.1,0.9
VIGO-IN,0.17142857142857143,0.8285714285714286
DAWSON-NE,0.047619047619047616,0.9523809523809523
ALLEGANY-NY,0.20833333333333334,0.7916666666666666
CARROLL-MS,0.3333333333333333,0.6666666666666666
MALHEUR-OR,0.07692307692307693,0.9230769230769231
HAMILTON-IA,0.1,0.9
