County-State,Drop_Out_Rate_By_County,Graduation-Rate,Percentage of Teens Who Work Part or Full time,SVI,Percentage-Private-School,Percentage-Public-School
CLINTON-NY,0.006625175667536639,85.07,0.61654286287894,0.5312,0.0967741935483871,0.9032258064516129
COLUMBIA-NY,0.11195606252640473,82.8,0.47063793831854667,0.3854,0.16,0.84
CORTLAND-NY,0.019150503314510188,82.91,0.5789344463540388,0.3452,0.18181818181818182,0.8181818181818182
DELAWARE-NY,0.05315379163713678,82.89,0.5038979447200567,0.6331,0.043478260869565216,0.9565217391304348
DUTCHESS-NY,0.03553180243143243,84.5,0.5201151112938275,0.4207,0.2524271844660194,0.7475728155339806
ERIE-NY,0.040416845724108294,81.99,0.5635797163730124,0.414,0.21785714285714286,0.7821428571428571
ESSEX-NY,0.12777053455019557,86.41,0.6160365058670143,0.3869,0.2916666666666667,0.7083333333333334
FRANKLIN-NY,0.1226696495152871,83.28,0.5216256524981358,0.7073,0.16,0.84
GENESEE-NY,0.0769835035349568,88.87,0.6103692065985861,0.1879,0.08695652173913043,0.9130434782608695
GREENE-NY,0.13886063072227875,86.02,0.4547304170905392,0.4159,0.058823529411764705,0.9411764705882353
HERKIMER-NY,0.11527904849039342,80.95,0.47666971637694416,0.5322,0.10714285714285714,0.8928571428571429
JEFFERSON-NY,0.08313817330210772,85.1,0.5927010148321624,0.6484,0.07142857142857142,0.9285714285714286
KINGS-NY,0.03998021982123197,68.78,0.2270428632741794,0.8153,0.2832080200501253,0.7167919799498746
LEWIS-NY,0.027070063694267517,88.02,0.4450636942675159,0.2911,0.2222222222222222,0.7777777777777778
LIVINGSTON-NY,0.03234381922906513,88.6,0.5006645990252547,0.3424,0.08,0.92
MADISON-NY,0.040735873850197106,83.24,0.553970339778487,0.1666,0.07407407407407407,0.9259259259259259
MONROE-NY,0.042693736794812635,82.5,0.5306117492775093,0.5204,0.18859649122807018,0.8114035087719298
MONTGOMERY-NY,0.1076158940397351,77.45,0.3923841059602649,0.8306,0.2727272727272727,0.7272727272727273
NEW YORK-NY,0.029305903525177316,69.56,0.29921662726278275,0.551,0.27165354330708663,0.7283464566929134
NIAGARA-NY,0.03771030748404564,82.63,0.6076194159736995,0.3318,0.14754098360655737,0.8524590163934426
ONEIDA-NY,0.05729429581019687,81.87,0.48056537102473496,0.6946,0.06097560975609756,0.9390243902439024
ONONDAGA-NY,0.046382121267631436,81.4,0.5380472614031874,0.5207,0.16778523489932887,0.8322147651006712
ONTARIO-NY,0.022619673855865333,88.57,0.6519375767140102,0.2315,0.14705882352941177,0.8529411764705882
ORANGE-NY,0.06370623398804441,86.5,0.38552519214346714,0.5538,0.21153846153846154,0.7884615384615384
ORLEANS-NY,0.07848232848232849,84.62,0.4630977130977131,0.643,0.07142857142857142,0.9285714285714286
OSWEGO-NY,0.059427828348504554,80.3,0.5749024707412224,0.6497,0.04878048780487805,0.9512195121951219
OTSEGO-NY,0.048414376321353064,84.58,0.6862579281183933,0.4236,0.18518518518518517,0.8148148148148148
PUTNAM-NY,0.02864311101818942,91.84,0.47397031151996655,0.0812,0.18518518518518517,0.8148148148148148
QUEENS-NY,0.045161923882681566,70.81,0.26873472416201116,0.6201,0.249500998003992,0.7504990019960079
RENSSELAER-NY,0.04787176432362179,87.33,0.5340626015379617,0.343,0.21153846153846154,0.7884615384615384
RICHMOND-NY,0.02497276095009806,79.0,0.2901721507953803,0.4764,0.3017241379310345,0.6982758620689655
ROCKLAND-NY,0.03508028191404801,86.08,0.35562503311960153,0.6038,0.42735042735042733,0.5726495726495726
ST. LAWRENCE-NY,0.11714219438645326,82.09,0.5579911853398284,0.7475,0.2857142857142857,0.7142857142857143
SARATOGA-NY,0.030152048793059015,88.75,0.6149815307963233,0.0475,0.1935483870967742,0.8064516129032258
SCHENECTADY-NY,0.049766112266112265,79.3,0.5007796257796258,0.3943,0.15217391304347827,0.8478260869565217
SCHOHARIE-NY,0.043200785468826705,81.34,0.538046146293569,0.4013,0.15384615384615385,0.8461538461538461
SCHUYLER-NY,0.05434782608695652,80.7,0.5135869565217391,0.3691,0.14285714285714285,0.8571428571428571
SENECA-NY,0.2988826815642458,83.37,0.6096368715083799,0.449,0.15384615384615385,0.8461538461538461
STEUBEN-NY,0.14594474153297682,84.2,0.48462566844919786,0.4691,0.12195121951219512,0.8780487804878049
SULLIVAN-NY,0.06319606319606319,77.54,0.4340844340844341,0.7939,0.2692307692307692,0.7307692307692307
TIOGA-NY,0.05763308402991641,83.0,0.5125384953805543,0.1994,0.09090909090909091,0.9090909090909091
TOMPKINS-NY,0.010180796910654731,85.69,0.4626996664911357,0.3462,0.13157894736842105,0.868421052631579
ULSTER-NY,0.029561671763506627,82.64,0.5293917770981991,0.4704,0.22033898305084745,0.7796610169491526
WARREN-NY,0.10411449016100179,83.02,0.6379248658318426,0.1742,0.05,0.95
WASHINGTON-NY,0.10558530986993114,81.98,0.4801071155317521,0.4,0.07142857142857142,0.9285714285714286
WAYNE-NY,0.06557377049180328,88.49,0.5789973865526253,0.3414,0.05,0.95
WESTCHESTER-NY,0.02782402357578889,87.53,0.4317507702317393,0.5516,0.24629080118694363,0.7537091988130564
WYOMING-NY,0.08647594278283485,89.59,0.5507152145643693,0.3121,0.1875,0.8125
YATES-NY,0.389686684073107,85.96,0.6338120104438643,0.4392,0.6666666666666666,0.3333333333333333
BEADLE-SD,0.06824146981627296,78.77,0.6902887139107612,0.6506,0.0625,0.9375
BROOKINGS-SD,0.008928571428571428,89.97,0.7978896103896104,0.1561,0.05263157894736842,0.9473684210526315
BROWN-SD,0.08031206975676916,90.14,0.7388710417622762,0.3287,0.2903225806451613,0.7096774193548387
CLAY-SD,0.016226240148354196,82.5,0.9049605934167826,0.2468,0.16666666666666666,0.8333333333333334
CODINGTON-SD,0.04421052631578947,86.96,0.7964912280701755,0.2449,0.19047619047619047,0.8095238095238095
DAVISON-SD,0.01564129301355579,92.03,0.8540145985401459,0.2338,0.13333333333333333,0.8666666666666667
FALL RIVER-SD,0.08955223880597014,88.51,0.6865671641791045,0.4172,0.1111111111111111,0.8888888888888888
GRANT-SD,0.3649425287356322,94.36,0.5201149425287356,0.0551,0.1,0.9
HUGHES-SD,0.013774104683195593,87.5,0.8347107438016529,0.4061,0.125,0.875
LAKE-SD,0.002544529262086514,68.26,0.7557251908396947,0.1965,0.10526315789473684,0.8947368421052632
LAWRENCE-SD,0.060085836909871244,76.34,0.8283261802575107,0.2618,0.11764705882352941,0.8823529411764706
LINCOLN-SD,0.18455743879472694,92.46,0.672316384180791,0.0201,0.13043478260869565,0.8695652173913043
MINNEHAHA-SD,0.08387688544639217,84.15,0.696596004891969,0.3589,0.1511627906976744,0.8488372093023255
PENNINGTON-SD,0.03776379118844872,77.11,0.7054794520547946,0.4162,0.20754716981132076,0.7924528301886793
TODD-SD,0.15465116279069768,47.5,0.10232558139534884,0.9564,0.15384615384615385,0.8461538461538461
YANKTON-SD,0.07727272727272727,96.51,0.7481818181818182,0.3159,0.23076923076923078,0.7692307692307693
ALLEGANY-MD,0.03903002309468822,92.0,0.6002309468822171,0.621,0.0958904109589041,0.9041095890410958
BALTIMORE-MD,0.051457529186104335,88.0,0.5021904378507661,0.3818,0.12184873949579832,0.8781512605042017
CALVERT-MD,0.01436720895837735,94.0,0.5279949292203676,0.0471,0.05063291139240506,0.9493670886075949
CAROLINE-MD,0.058394160583941604,89.0,0.5637282425603594,0.5535,0.0625,0.9375
CARROLL-MD,0.012947448591012947,96.0,0.5529322162985529,0.0404,0.07692307692307693,0.9230769230769231
CECIL-MD,0.03659506762132061,88.0,0.5260540970564836,0.2933,0.09375,0.90625
CHARLES-MD,0.03584106263597847,92.0,0.33321882514599793,0.1723,0.10077519379844961,0.8992248062015504
DORCHESTER-MD,0.08729595457771469,86.0,0.552874378992193,0.7506,0.04878048780487805,0.9512195121951219
FREDERICK-MD,0.04119253527537551,93.0,0.571233500227583,0.1589,0.08558558558558559,0.9144144144144144
GARRETT-MD,0.04169562195969423,93.0,0.5330090340514246,0.1812,0.02702702702702703,0.972972972972973
HARFORD-MD,0.029850746268656716,90.0,0.499265331374217,0.0933,0.09497206703910614,0.9050279329608939
HOWARD-MD,0.01411677295523497,93.0,0.47415020741749736,0.1306,0.09090909090909091,0.9090909090909091
KENT-MD,0.009587020648967551,92.5,0.6423303834808259,0.4277,0.19047619047619047,0.8095238095238095
MONTGOMERY-MD,0.027583425748563362,89.0,0.4197802197802198,0.3255,0.16888297872340424,0.8311170212765957
SOMERSET-MD,0.05446485117162761,87.5,0.5357821405953135,0.8978,0.03333333333333333,0.9666666666666667
WASHINGTON-MD,0.06848908037438717,91.0,0.48670331302926756,0.614,0.0958904109589041,0.9041095890410958
WICOMICO-MD,0.05084097859327217,84.0,0.6016819571865444,0.7739,0.10843373493975904,0.891566265060241
WORCESTER-MD,0.07253886010362694,93.0,0.761139896373057,0.2803,0.06666666666666667,0.9333333333333333
ALAMEDA-CA,0.032452387616115574,84.96,0.37925979235802915,0.4701,0.23032629558541268,0.7696737044145874
AMADOR-CA,0.05701179554390563,88.62,0.5288335517693316,0.5334,0.10526315789473684,0.8947368421052632
BUTTE-CA,0.043458371454711806,86.34,0.4398444647758463,0.8064,0.08411214953271028,0.9158878504672897
CALAVERAS-CA,0.0042395336512983575,93.82,0.37360890302066774,0.235,0.043478260869565216,0.9565217391304348
COLUSA-CA,0.0037285607755406414,91.43,0.4325130499627144,0.7436,0.043478260869565216,0.9565217391304348
CONTRA COSTA-CA,0.02587402885682575,89.25,0.3934864039955605,0.4057,0.24383561643835616,0.7561643835616438
DEL NORTE-CA,0.059336823734729496,35.15,0.4040139616055846,0.9713,0.10526315789473684,0.8947368421052632
EL DORADO-CA,0.10008986744551786,91.73,0.5180858234104696,0.1838,0.11842105263157894,0.881578947368421
FRESNO-CA,0.05297770004372541,81.89,0.2664626147791867,0.9611,0.06149732620320856,0.9385026737967914
GLENN-CA,0.03827460510328068,77.24,0.37910085054678005,0.8895,0.07142857142857142,0.9285714285714286
HUMBOLDT-CA,0.02949533216073603,85.57,0.5567582194560953,0.7605,0.1188118811881188,0.8811881188118812
IMPERIAL-CA,0.02236913602608223,84.95,0.15676507879007426,0.9978,0.0975609756097561,0.9024390243902439
INYO-CA,0.005235602094240838,30.14,0.5719895287958116,0.5701,0.038461538461538464,0.9615384615384616
KERN-CA,0.05095726165151808,82.54,0.26325662347708373,0.9659,0.10067114093959731,0.8993288590604027
KINGS-CA,0.02433901655547319,83.04,0.26426982950333583,0.9707,0.05555555555555555,0.9444444444444444
LAKE-CA,0.05708955223880597,85.82,0.40932835820895525,0.9178,0.10638297872340426,0.8936170212765957
LASSEN-CA,0.06560636182902585,84.98,0.3757455268389662,0.5997,0.10714285714285714,0.8928571428571429
LOS ANGELES-CA,0.03848774178260054,78.72,0.2773013161662339,0.7682,0.2450657894736842,0.7549342105263158
MADERA-CA,0.028587015821058374,82.67,0.24058919803600654,0.9541,0.05952380952380952,0.9404761904761905
MARIN-CA,0.028256374913852515,91.91,0.44228118538938666,0.2701,0.30434782608695654,0.6956521739130435
MARIPOSA-CA,0.004618937644341801,92.03,0.45958429561200925,0.5293,0.058823529411764705,0.9411764705882353
MENDOCINO-CA,0.0327790973871734,83.58,0.45558194774346794,0.8818,0.05555555555555555,0.9444444444444444
MERCED-CA,0.032703603746626446,87.16,0.28470127533470924,0.9717,0.09523809523809523,0.9047619047619048
MODOC-CA,0.03293413173652695,89.0,0.24550898203592814,0.7516,0.15384615384615385,0.8461538461538461
MONTEREY-CA,0.0624699085219066,84.5,0.3463328518696838,0.799,0.1130952380952381,0.8869047619047619
NAPA-CA,0.04876741693461951,89.21,0.46811361200428725,0.5051,0.28125,0.71875
NEVADA-CA,0.012639029322548028,46.93,0.48685540950455003,0.2045,0.11666666666666667,0.8833333333333333
ORANGE-CA,0.02558739412270485,89.96,0.34918011793617787,0.4191,0.2845714285714286,0.7154285714285714
PLACER-CA,0.03305307409353652,89.53,0.4344718864950079,0.1519,0.15328467153284672,0.8467153284671532
PLUMAS-CA,0.05226130653266332,87.93,0.6412060301507537,0.2653,0.11764705882352941,0.8823529411764706
RIVERSIDE-CA,0.02509463355490861,87.38,0.2993239956859787,0.7939,0.15676567656765678,0.8432343234323433
SACRAMENTO-CA,0.03128857403531369,80.62,0.35480062255138733,0.7338,0.17204301075268819,0.8279569892473119
SAN BENITO-CA,0.010132282578103011,88.69,0.42668167745567126,0.5245,0.15625,0.84375
SAN BERNARDINO-CA,0.04110313865394637,80.73,0.29406341443860984,0.901,0.13117283950617284,0.8688271604938271
SAN DIEGO-CA,0.030316779901849573,81.82,0.3723447444148587,0.5596,0.19270833333333334,0.8072916666666666
SAN FRANCISCO-CA,0.01401776114053602,72.23,0.4527896141133368,0.3911,0.39090909090909093,0.6090909090909091
SAN LUIS OBISPO-CA,0.019838809671419714,91.53,0.5981607770200454,0.3739,0.18627450980392157,0.8137254901960784
SAN MATEO-CA,0.024853487159031636,88.13,0.40658463993126936,0.265,0.265625,0.734375
SANTA BARBARA-CA,0.028260536398467432,87.93,0.4792950191570881,0.7111,0.18421052631578946,0.8157894736842105
SANTA CLARA-CA,0.020050730764585096,83.63,0.40649397709429114,0.3557,0.28498293515358364,0.7150170648464164
SANTA CRUZ-CA,0.016962762220214794,87.38,0.5433604336043361,0.543,0.2358490566037736,0.7641509433962265
SHASTA-CA,0.024795437639474338,86.3,0.40565335978180017,0.7022,0.0782608695652174,0.9217391304347826
SISKIYOU-CA,0.020127638684339717,89.7,0.39322533136966126,0.7223,0.05454545454545454,0.9454545454545454
SOLANO-CA,0.04304003057227477,84.26,0.43627591477978406,0.5911,0.12,0.88
SONOMA-CA,0.03560781020365316,82.89,0.529120302330464,0.4035,0.1415525114155251,0.8584474885844748
STANISLAUS-CA,0.020866981071128627,84.61,0.33574520317849993,0.8675,0.08173076923076923,0.9182692307692307
SUTTER-CA,0.03615863141524106,84.08,0.2801321928460342,0.8822,0.061224489795918366,0.9387755102040817
TEHAMA-CA,0.0064780088646437094,89.04,0.3845891578588476,0.9624,0.0625,0.9375
TULARE-CA,0.03664111873067097,85.36,0.2838846308995563,0.9417,0.057692307692307696,0.9423076923076923
TUOLUMNE-CA,0.013837147418839808,88.95,0.6365087812666312,0.4688,0.11764705882352941,0.8823529411764706
VENTURA-CA,0.036391697235394115,84.5,0.37281918224926186,0.4828,0.18900343642611683,0.8109965635738832
YOLO-CA,0.028329832498518878,88.77,0.40808962137125004,0.6768,0.14473684210526316,0.8552631578947368
YUBA-CA,0.033261802575107295,77.44,0.39243562231759654,0.942,0.025,0.975
ADAIR-MO,0.04964539007092199,91.07,0.6485421591804571,0.4548,0.25,0.75
ANDREW-MO,0.001088139281828074,92.19,0.40805223068552776,0.0325,0.08333333333333333,0.9166666666666666
AUDRAIN-MO,0.07332293291731669,88.7,0.5959438377535101,0.615,0.2222222222222222,0.7777777777777778
BARRY-MO,0.18061674008810572,91.16,0.5374449339207048,0.7099,0.09090909090909091,0.9090909090909091
BENTON-MO,0.11407407407407408,85.6,0.5303703703703704,0.5513,0.21428571428571427,0.7857142857142857
BOONE-MO,0.021904091371352578,91.63,0.6214503637643746,0.2927,0.2361111111111111,0.7638888888888888
BUCHANAN-MO,0.12428782443553492,92.55,0.626503481747204,0.7182,0.14634146341463414,0.8536585365853658
BUTLER-MO,0.10381543921916593,86.54,0.4605146406388642,0.8172,0.09523809523809523,0.9047619047619048
CALLAWAY-MO,0.039876113046844755,89.77,0.5164537359659311,0.3232,0.07692307692307693,0.9230769230769231
CAMDEN-MO,0.09487569761542364,94.42,0.5743277524099442,0.3363,0.11764705882352941,0.8823529411764706
CAPE GIRARDEAU-MO,0.055783783783783784,89.47,0.532972972972973,0.4118,0.22857142857142856,0.7714285714285715
CASS-MO,0.0629395218002813,91.42,0.6274613220815752,0.1188,0.1,0.9
CEDAR-MO,0.2636363636363636,90.3,0.38636363636363635,0.6411,0.25,0.75
CHRISTIAN-MO,0.026530612244897958,93.48,0.5315192743764172,0.1497,0.03125,0.96875
CLARK-MO,0.061946902654867256,92.5,0.41150442477876104,0.342,0.16666666666666666,0.8333333333333334
CLAY-MO,0.041764278213102836,94.01,0.5961709346473867,0.1363,0.13953488372093023,0.8604651162790697
COLE-MO,0.04223944013996501,80.12,0.5573606598350412,0.2583,0.34146341463414637,0.6585365853658537
COOPER-MO,0.02249718785151856,90.7,0.5174353205849269,0.3892,0.15789473684210525,0.8421052631578947
CRAWFORD-MO,0.05279831045406547,90.67,0.5438225976768744,0.7554,0.1,0.9
DALLAS-MO,0.2941874258600237,89.61,0.5504151838671412,0.7019,0.2,0.8
DOUGLAS-MO,0.05405405405405406,97.5,0.4749034749034749,0.5232,0.16666666666666666,0.8333333333333334
DUNKLIN-MO,0.03936039360393604,89.39,0.46432964329643295,0.958,0.08695652173913043,0.9130434782608695
FRANKLIN-MO,0.04438795463433711,89.68,0.5770434102463825,0.1459,0.19230769230769232,0.8076923076923077
GASCONADE-MO,0.04091653027823241,97.5,0.5270049099836334,0.0854,0.2222222222222222,0.7777777777777778
GREENE-MO,0.07883535870705077,90.88,0.4883720930232558,0.4395,0.14814814814814814,0.8518518518518519
GRUNDY-MO,0.10385259631490787,95.93,0.4807370184254606,0.6185,0.125,0.875
HENRY-MO,0.0626204238921002,85.0,0.47880539499036606,0.5959,0.15789473684210525,0.8421052631578947
HOWELL-MO,0.11317829457364341,94.11,0.46511627906976744,0.6717,0.0625,0.9375
JACKSON-MO,0.05188196326407708,85.64,0.5332731105088828,0.5354,0.15217391304347827,0.8478260869565217
JASPER-MO,0.03128509545965025,88.06,0.5794962297449061,0.6564,0.10909090909090909,0.8909090909090909
JEFFERSON-MO,0.030996928232337337,93.16,0.5702317788327282,0.1863,0.0958904109589041,0.9041095890410958
JOHNSON-MO,0.09197860962566845,92.8,0.7320855614973262,0.3506,0.04,0.96
LAFAYETTE-MO,0.03937007874015748,92.81,0.5844942459115687,0.3882,0.20833333333333334,0.7916666666666666
LAWRENCE-MO,0.20602766798418973,92.45,0.5622529644268774,0.7866,0.15384615384615385,0.8461538461538461
LEWIS-MO,0.038461538461538464,96.62,0.6104218362282878,0.4465,0.2,0.8
LINCOLN-MO,0.049516908212560384,92.07,0.411231884057971,0.2939,0.16666666666666666,0.8333333333333334
LINN-MO,0.1,89.51,0.42258064516129035,0.272,0.13333333333333333,0.8666666666666667
LIVINGSTON-MO,0.021352313167259787,95.47,0.5711743772241993,0.3748,0.08333333333333333,0.9166666666666666
MACON-MO,0.04068241469816273,89.62,0.5131233595800525,0.586,0.125,0.875
MARION-MO,0.05807275047862157,91.71,0.5902999361837907,0.5459,0.11764705882352941,0.8823529411764706
MILLER-MO,0.11343012704174228,92.8,0.588021778584392,0.501,0.058823529411764705,0.9411764705882353
MISSISSIPPI-MO,0.08992805755395683,96.45,0.4550359712230216,0.9076,0.1111111111111111,0.8888888888888888
MONITEAU-MO,0.3902728351126928,93.12,0.49347568208778175,0.5143,0.23076923076923078,0.7692307692307693
MONTGOMERY-MO,0.13214990138067062,91.95,0.5857988165680473,0.5331,0.125,0.875
MORGAN-MO,0.5567117585848075,93.18,0.45161290322580644,0.629,0.25,0.75
NEW MADRID-MO,0.12960235640648013,94.31,0.3946980854197349,0.8968,0.07142857142857142,0.9285714285714286
NEWTON-MO,0.054922279792746116,91.68,0.4411053540587219,0.4341,0.04,0.96
NODAWAY-MO,0.02506868131868132,90.86,0.6668956043956044,0.222,0.10526315789473684,0.8947368421052632
OSAGE-MO,0.11820652173913043,94.7,0.6195652173913043,0.0497,0.5,0.5
PERRY-MO,0.006355932203389831,87.5,0.6122881355932204,0.2312,0.3333333333333333,0.6666666666666666
PETTIS-MO,0.01729957805907173,94.81,0.6126582278481013,0.8035,0.16666666666666666,0.8333333333333334
PHELPS-MO,0.026141913243320884,84.46,0.5458201666187877,0.6596,0.0625,0.9375
PIKE-MO,0.15950920245398773,90.61,0.5680981595092025,0.5376,0.14285714285714285,0.8571428571428571
PLATTE-MO,0.06526228831061545,93.14,0.6608839322593969,0.0959,0.1794871794871795,0.8205128205128205
POLK-MO,0.07227138643067847,91.01,0.5580137659783677,0.5987,0.09523809523809523,0.9047619047619048
PULASKI-MO,0.005679270662083395,91.7,0.7641608130324317,0.6503,0.08695652173913043,0.9130434782608695
RALLS-MO,0.12393162393162394,87.5,0.5106837606837606,0.1045,0.25,0.75
RANDOLPH-MO,0.10466138962181179,88.19,0.5180299032541776,0.5554,0.11764705882352941,0.8823529411764706
RIPLEY-MO,0.027522935779816515,87.91,0.5743119266055046,0.715,0.09090909090909091,0.9090909090909091
ST. CHARLES-MO,0.019164817429897115,90.27,0.6456021787371394,0.0363,0.22123893805309736,0.7787610619469026
STE. GENEVIEVE-MO,0.16084788029925187,92.5,0.6072319201995012,0.1885,0.42857142857142855,0.5714285714285714
ST. FRANCOIS-MO,0.05640864932623002,91.04,0.4757129426512065,0.7016,0.0967741935483871,0.9032258064516129
ST. LOUIS-MO,0.03137803537523733,89.26,0.5341261117217947,0.2611,0.27992633517495397,0.7200736648250461
SALINE-MO,0.03741496598639456,87.1,0.5453514739229025,0.8162,0.09523809523809523,0.9047619047619048
SCOTT-MO,0.06242118537200504,95.26,0.43316519546027743,0.7844,0.23333333333333334,0.7666666666666667
STONE-MO,0.02966432474629196,91.79,0.5932864949258392,0.3487,0.05555555555555555,0.9444444444444444
TANEY-MO,0.041006202618883526,94.39,0.5155065472088215,0.8217,0.125,0.875
TEXAS-MO,0.11945117029862792,95.12,0.4858757062146893,0.8303,0.15789473684210525,0.8421052631578947
VERNON-MO,0.2032520325203252,87.72,0.556910569105691,0.451,0.125,0.875
WARREN-MO,0.09154929577464789,92.74,0.49002347417840375,0.3841,0.26666666666666666,0.7333333333333333
WASHINGTON-MO,0.049107142857142856,93.42,0.3787202380952381,0.7904,0.07142857142857142,0.9285714285714286
WAYNE-MO,0.02258064516129032,93.57,0.3870967741935484,0.7646,0.2222222222222222,0.7777777777777778
WEBSTER-MO,0.33666969972702454,90.94,0.4572338489535942,0.6385,0.6052631578947368,0.39473684210526316
WRIGHT-MO,0.2515090543259557,96.05,0.4517102615694165,0.9006,0.21052631578947367,0.7894736842105263
AITKIN-MN,0.0677361853832442,89.54,0.7040998217468806,0.3083,0.09090909090909091,0.9090909090909091
ANOKA-MN,0.051324693198761324,84.81,0.6182475054478724,0.1404,0.16666666666666666,0.8333333333333334
BECKER-MN,0.06805970149253732,88.22,0.7002985074626865,0.299,0.09523809523809523,0.9047619047619048
BELTRAMI-MN,0.07021276595744681,67.33,0.5439716312056737,0.7771,0.09523809523809523,0.9047619047619048
BENTON-MN,0.09409799554565701,92.83,0.6826280623608018,0.4318,0.2631578947368421,0.7368421052631579
BLUE EARTH-MN,0.02680098840524615,83.07,0.7973769245390611,0.2838,0.13333333333333333,0.8666666666666667
BROWN-MN,0.013004791238877482,89.37,0.7604380561259412,0.1274,0.2727272727272727,0.7272727272727273
CARLTON-MN,0.03708133971291866,90.29,0.5699760765550239,0.2666,0.037037037037037035,0.9629629629629629
CARVER-MN,0.02037797863599014,93.29,0.6134757600657355,0.0124,0.22807017543859648,0.7719298245614035
CHISAGO-MN,0.04052649809490821,81.08,0.6172497402147558,0.0592,0.06896551724137931,0.9310344827586207
CLAY-MN,0.023276049597563627,82.01,0.7211224711768545,0.2217,0.0625,0.9375
CROW WING-MN,0.08327598072952512,85.32,0.70474879559532,0.1223,0.14814814814814814,0.8518518518518519
DAKOTA-MN,0.033212121212121214,84.31,0.6856242424242425,0.1207,0.15568862275449102,0.844311377245509
DODGE-MN,0.006194690265486726,95.53,0.6530973451327433,0.0573,0.2,0.8
DOUGLAS-MN,0.0335195530726257,86.12,0.7486033519553073,0.0446,0.13043478260869565,0.8695652173913043
FARIBAULT-MN,0.03866432337434095,89.66,0.7258347978910369,0.157,0.14285714285714285,0.8571428571428571
FREEBORN-MN,0.13717848791894,78.56,0.6110678098207326,0.4328,0.10526315789473684,0.8947368421052632
GOODHUE-MN,0.01606425702811245,86.01,0.6929941990182954,0.1707,0.08823529411764706,0.9117647058823529
HENNEPIN-MN,0.03606568857452992,75.93,0.6389229314751917,0.3092,0.13805309734513274,0.8619469026548673
HOUSTON-MN,0.0,62.6,0.7095046854082999,0.0185,0.15789473684210525,0.8421052631578947
ISANTI-MN,0.07214765100671142,81.25,0.7416107382550335,0.1022,0.13043478260869565,0.8695652173913043
ITASCA-MN,0.032413491020586944,88.11,0.6671046868155935,0.3293,0.10344827586206896,0.896551724137931
JACKSON-MN,0.02689486552567237,96.84,0.78239608801956,0.0306,0.25,0.75
KANDIYOHI-MN,0.07401574803149606,78.71,0.7569553805774278,0.4064,0.09090909090909091,0.9090909090909091
KOOCHICHING-MN,0.008183306055646482,80.39,0.6693944353518821,0.4366,0.1,0.9
LE SUEUR-MN,0.06603081438004402,93.55,0.6368305209097579,0.1146,0.13333333333333333,0.8666666666666667
LYON-MN,0.0425273390036452,86.37,0.6360874848116647,0.4532,0.19047619047619047,0.8095238095238095
MCLEOD-MN,0.017836593785960874,89.87,0.6852704257767549,0.1261,0.24,0.76
MAHNOMEN-MN,0.17785234899328858,52.85,0.4697986577181208,0.8717,0.1111111111111111,0.8888888888888888
MARTIN-MN,0.024361948955916472,81.07,0.7830626450116009,0.1933,0.2777777777777778,0.7222222222222222
MEEKER-MN,0.04010238907849829,92.99,0.7184300341296929,0.1869,0.13333333333333333,0.8666666666666667
MILLE LACS-MN,0.1067193675889328,89.95,0.6727272727272727,0.5917,0.12,0.88
MORRISON-MN,0.04370515329419439,88.15,0.695368558382257,0.2682,0.07692307692307693,0.9230769230769231
MOWER-MN,0.14984709480122324,77.13,0.5866462793068298,0.6283,0.0625,0.9375
NICOLLET-MN,0.021033379058070414,92.14,0.8687700045724737,0.2513,0.20689655172413793,0.7931034482758621
NOBLES-MN,0.07506950880444857,78.85,0.6654309545875811,0.815,0.11764705882352941,0.8823529411764706
OLMSTED-MN,0.053609417103956884,81.75,0.6438803006665721,0.2599,0.16455696202531644,0.8354430379746836
OTTER TAIL-MN,0.06520905255082471,79.07,0.7479861910241657,0.2099,0.15,0.85
PENNINGTON-MN,0.006006006006006006,86.58,0.6891891891891891,0.3016,0.25,0.75
PINE-MN,0.07038123167155426,77.85,0.6011730205278593,0.4631,0.05263157894736842,0.9473684210526315
PIPESTONE-MN,0.17233009708737865,89.54,0.6990291262135923,0.4646,0.23076923076923078,0.7692307692307693
POLK-MN,0.09245283018867924,83.93,0.7603773584905661,0.3669,0.2,0.8
POPE-MN,0.07838479809976247,92.5,0.7909738717339667,0.0315,0.1111111111111111,0.8888888888888888
RAMSEY-MN,0.05849503410737638,76.4,0.631322235181847,0.6334,0.14473684210526316,0.8552631578947368
REDWOOD-MN,0.02564102564102564,87.81,0.6038461538461538,0.2293,0.125,0.875
RENVILLE-MN,0.1380952380952381,90.4,0.6174603174603175,0.1968,0.18181818181818182,0.8181818181818182
RICE-MN,0.019770408163265307,82.65,0.7372448979591837,0.393,0.18421052631578946,0.8157894736842105
ROCK-MN,0.1237721021611002,91.96,0.7170923379174853,0.1532,0.2222222222222222,0.7777777777777778
SCOTT-MN,0.05142572531440667,86.31,0.6808616610633794,0.1108,0.13043478260869565,0.8695652173913043
SHERBURNE-MN,0.07271733187534171,92.1,0.672680882084928,0.0885,0.06976744186046512,0.9302325581395349
SIBLEY-MN,0.06569343065693431,80.31,0.6525547445255474,0.1315,0.25,0.75
STEARNS-MN,0.02956298200514139,84.2,0.7664340800587587,0.3885,0.2441860465116279,0.7558139534883721
STEELE-MN,0.020763187429854096,86.82,0.6632996632996633,0.3013,0.13636363636363635,0.8636363636363636
STEVENS-MN,0.11329479768786127,90.41,0.7757225433526012,0.2258,0.125,0.875
