Graduation-Rate,Drop_Out_Rate_By_County,SVI,Percentage of Teens Who Work Part or Full time,Percentage-Private-School,Percentage-Public-School
92.9,0.06531073446327684,0.8529,0.32361581920903953,0.019867549668874173,0.9801324503311258
92.95,0.02429035446970767,0.4968,0.609235983618133,0.07407407407407407,0.9259259259259259
92.95,0.1652452025586354,0.1924,0.6311300639658849,0.16666666666666666,0.8333333333333334
92.97,0.02485345838218054,0.0478,0.5815552950371239,0.2459016393442623,0.7540983606557377
92.99,0.04010238907849829,0.1869,0.7184300341296929,0.13333333333333333,0.8666666666666667
93.0,0.016741071428571428,0.2357,0.5926339285714286,0.1111111111111111,0.8888888888888888
93.0,0.03282374100719424,0.7758,0.4069244604316547,0.125,0.875
93.0,0.04220398593200469,0.1631,0.5615474794841735,0.045454545454545456,0.9545454545454546
93.0,0.1514181152790485,0.8318,0.41171088746569073,0.42857142857142855,0.5714285714285714
93.01,0.2447139303482587,0.479,0.6467661691542289,0.6283185840707964,0.37168141592920356
93.04,0.02012523584260753,0.2092,0.5707254381887288,0.2490272373540856,0.7509727626459144
93.1,0.10961737331954498,0.0589,0.734229576008273,0.1875,0.8125
93.12,0.048535564853556486,0.1398,0.5779637377963738,0.10909090909090909,0.8909090909090909
93.12,0.048864418444597386,0.4694,0.5806377609543474,0.2777777777777778,0.7222222222222222
93.14,0.06526228831061545,0.0959,0.6608839322593969,0.1794871794871795,0.8205128205128205
93.2,0.03593352298248241,0.5134,0.32594699805360083,0.03812316715542522,0.9618768328445748
93.21,0.0033149171270718232,0.0455,0.7779005524861878,0.09090909090909091,0.9090909090909091
93.3,0.08055555555555556,0.0347,0.6263888888888889,0.1,0.9
93.35,0.04725897920604915,0.4624,0.3629489603024575,0.125,0.875
93.41,0.02815811406119776,0.1,0.45297059173711157,0.37593984962406013,0.6240601503759399
93.42,0.19047619047619047,0.0599,0.7417582417582418,0.1111111111111111,0.8888888888888888
93.48,0.11271676300578035,0.3102,0.6127167630057804,0.16666666666666666,0.8333333333333334
93.49,0.11764705882352941,0.1204,0.7330022918258212,0.2391304347826087,0.7608695652173914
93.5,0.021798365122615803,0.0379,0.6539509536784741,0.16666666666666666,0.8333333333333334
93.5,0.10411537108688006,0.9662,0.4319380935631375,0.02564102564102564,0.9743589743589743
93.58,0.03173844363152644,0.1611,0.5310109743930828,0.25287356321839083,0.7471264367816092
93.59,0.027547378474840397,0.1653,0.5166138842809028,0.46258503401360546,0.5374149659863946
93.73,0.09169675090252707,0.2812,0.6339350180505415,0.25806451612903225,0.7419354838709677
93.76,0.12296650717703349,0.2182,0.5267942583732057,0.10526315789473684,0.8947368421052632
93.87,0.37291280148423006,0.4439,0.7003710575139147,0.35294117647058826,0.6470588235294118
93.96,0.024687595245352027,0.0806,0.8189576348674185,0.13793103448275862,0.8620689655172413
94.0,0.034912318220701455,0.3268,0.5244332763045337,0.1917808219178082,0.8082191780821918
94.0,0.05110336817653891,0.8503,0.30255516840882696,0.08695652173913043,0.9130434782608695
94.0,0.052452316076294275,0.4685,0.5313351498637602,0.2,0.8
94.0,0.05894206549118388,0.8239,0.28816120906801007,0.02,0.98
94.0,0.12862190812720847,0.6347,0.3823321554770318,0.1,0.9
94.0,0.13177041228779304,0.4484,0.5933710590137429,0.5925925925925926,0.4074074074074074
94.03,0.04500760263558033,0.1029,0.5931069437404967,0.19672131147540983,0.8032786885245902
94.09,0.07329105003523609,0.1439,0.6582100070472163,0.1,0.9
94.37,0.02680067001675042,0.1662,0.7117942654448715,0.12244897959183673,0.8775510204081632
94.39,0.041006202618883526,0.8217,0.5155065472088215,0.125,0.875
94.39,0.13071371291098638,0.5484,0.6059342421812349,0.6101694915254238,0.3898305084745763
94.42,0.09487569761542364,0.3363,0.5743277524099442,0.11764705882352941,0.8823529411764706
94.52,0.09004739336492891,0.2252,0.5876777251184834,0.10526315789473684,0.8947368421052632
94.6,0.025299795261772447,0.6592,0.4856683240713659,0.021621621621621623,0.9783783783783784
94.81,0.01729957805907173,0.8035,0.6126582278481013,0.16666666666666666,0.8333333333333334
95.0,0.006160739288714646,0.4287,0.49257910949313916,0.125,0.875
95.0,0.044374009508716325,0.3108,0.5748811410459588,0.36363636363636365,0.6363636363636364
95.0,0.14305750350631136,0.6061,0.42987377279102384,0.23076923076923078,0.7692307692307693
95.04,0.041452442159383034,0.3987,0.5369537275064268,0.2,0.8
95.11,0.09261744966442953,0.3971,0.5328859060402684,0.16666666666666666,0.8333333333333334
95.6,0.026034997865983782,0.6277,0.4852752880921895,0.015151515151515152,0.9848484848484849
95.7,0.0776794493608653,0.9131,0.21632251720747295,0.021739130434782608,0.9782608695652174
95.78,0.06289903050366517,0.7331,0.5918656892882478,0.07142857142857142,0.9285714285714286
95.82,0.05032967032967033,0.0102,0.6069230769230769,0.1568627450980392,0.8431372549019608
96.0,0.012947448591012947,0.0404,0.5529322162985529,0.07692307692307693,0.9230769230769231
96.0,0.018805309734513276,0.3936,0.5873893805309734,0.06666666666666667,0.9333333333333333
96.0,0.02211166390270868,0.0395,0.5370370370370371,0.08695652173913043,0.9130434782608695
96.0,0.028515596728667582,0.021,0.5590938698704494,0.2,0.8
97.0,0.06258148631029987,0.7812,0.3924380704041721,0.125,0.875
97.08,0.012909632571996028,0.7621,0.29493545183714004,0.16666666666666666,0.8333333333333334
97.5,0.0,0.8904,0.5227272727272727,0.1111111111111111,0.8888888888888888
97.5,0.05405405405405406,0.5232,0.4749034749034749,0.16666666666666666,0.8333333333333334
97.5,0.16304347826086957,0.6799,0.31521739130434784,0.3333333333333333,0.6666666666666666
97.5,0.375,0.7984,0.0,0.25,0.75
97.6,0.0,0.5076,0.40350877192982454,0.0625,0.9375
98.0,0.04351395730706076,0.45,0.24794745484400657,0.06666666666666667,0.9333333333333333
