County-State,SVI
EAU CLAIRE-WI,0.2175
CALUMET-WI,0.0182
MARATHON-WI,0.1443
BURNETT-WI,0.1672
JEFFERSON-WI,0.1854
DOOR-WI,0.0557
BUFFALO-WI,0.0576
TAYLOR-WI,0.2
FOND DU LAC-WI,0.2038
COLUMBIA-WI,0.1204
TREMPEALEAU-WI,0.2812
GREEN LAKE-WI,0.2869
RUSK-WI,0.3465
LANGLADE-WI,0.3535
BROWN-WI,0.3299
BARRON-WI,0.3271
IRON-WI,0.3602
JUNEAU-WI,0.378
CRAWFORD-WI,0.3971
WAUSHARA-WI,0.3653
VERNON-WI,0.3834
SAWYER-WI,0.4268
JACKSON-WI,0.5003
ROCK-WI,0.4561
KENOSHA-WI,0.5111
MONROE-WI,0.4621
RACINE-WI,0.4551
FOREST-WI,0.5774
ASHLAND-WI,0.55
CLARK-WI,0.535
ADAMS-WI,0.5685
MILWAUKEE-WI,0.8061
MENOMINEE-WI,0.7672
WARREN-NY,0.1742
SARATOGA-NY,0.0475
TIOGA-NY,0.1994
GENESEE-NY,0.1879
WYOMING-NY,0.3121
MADISON-NY,0.1666
ALBANY-NY,0.3041
ONTARIO-NY,0.2315
PUTNAM-NY,0.0812
LEWIS-NY,0.2911
RENSSELAER-NY,0.343
TOMPKINS-NY,0.3462
NIAGARA-NY,0.3318
LIVINGSTON-NY,0.3424
CORTLAND-NY,0.3452
WAYNE-NY,0.3414
SCHUYLER-NY,0.3691
SCHENECTADY-NY,0.3943
COLUMBIA-NY,0.3854
HAMILTON-NY,0.3898
ESSEX-NY,0.3869
RICHMOND-NY,0.4764
DUTCHESS-NY,0.4207
ULSTER-NY,0.4704
OTSEGO-NY,0.4236
SCHOHARIE-NY,0.4013
CAYUGA-NY,0.5025
YATES-NY,0.4392
STEUBEN-NY,0.4691
CHEMUNG-NY,0.485
FULTON-NY,0.501
MONROE-NY,0.5204
WASHINGTON-NY,0.4
ONONDAGA-NY,0.5207
ERIE-NY,0.414
GREENE-NY,0.4159
SENECA-NY,0.449
ROCKLAND-NY,0.6038
CHENANGO-NY,0.5646
ALLEGANY-NY,0.5818
DELAWARE-NY,0.6331
HERKIMER-NY,0.5322
NEW YORK-NY,0.551
BROOME-NY,0.6166
CLINTON-NY,0.5312
WESTCHESTER-NY,0.5516
ORANGE-NY,0.5538
QUEENS-NY,0.6201
ORLEANS-NY,0.643
JEFFERSON-NY,0.6484
OSWEGO-NY,0.6497
ONEIDA-NY,0.6946
FRANKLIN-NY,0.7073
CHAUTAUQUA-NY,0.7248
ST. LAWRENCE-NY,0.7475
CATTARAUGUS-NY,0.7283
MONTGOMERY-NY,0.8306
SULLIVAN-NY,0.7939
KINGS-NY,0.8153
NANTUCKET-MA,0.0268
BARNSTABLE-MA,0.0564
MIDDLESEX-MA,0.2264
DUKES-MA,0.0096
NORFOLK-MA,0.2092
FRANKLIN-MA,0.2096
HAMPSHIRE-MA,0.2325
PLYMOUTH-MA,0.2303
BERKSHIRE-MA,0.4083
WORCESTER-MA,0.4096
BRISTOL-MA,0.5248
SUFFOLK-MA,0.7379
HAMPDEN-MA,0.8232
DEARBORN-IN,0.0799
HUNTINGTON-IN,0.1248
RUSH-IN,0.2567
FRANKLIN-IN,0.1471
WHITE-IN,0.2439
JOHNSON-IN,0.1424
UNION-IN,0.1713
GIBSON-IN,0.315
MARTIN-IN,0.2398
LAWRENCE-IN,0.2752
BOONE-IN,0.0449
PERRY-IN,0.3102
WARREN-IN,0.078
BROWN-IN,0.0602
WARRICK-IN,0.0678
WELLS-IN,0.1439
FLOYD-IN,0.1669
HARRISON-IN,0.1866
PULASKI-IN,0.2309
HAMILTON-IN,0.0255
PORTER-IN,0.1478
HANCOCK-IN,0.0169
OHIO-IN,0.0252
TIPTON-IN,0.0726
SPENCER-IN,0.0879
CARROLL-IN,0.1175
FOUNTAIN-IN,0.2032
DECATUR-IN,0.2102
DEKALB-IN,0.2334
JASPER-IN,0.2685
DUBOIS-IN,0.208
WABASH-IN,0.2882
MORGAN-IN,0.2156
POSEY-IN,0.0105
WHITLEY-IN,0.0315
HENDRICKS-IN,0.0815
SHELBY-IN,0.2182
PIKE-IN,0.1745
STEUBEN-IN,0.271
CLARK-IN,0.2548
PUTNAM-IN,0.3484
NEWTON-IN,0.3366
CLAY-IN,0.3338
BENTON-IN,0.3347
STARKE-IN,0.3417
OWEN-IN,0.3455
FULTON-IN,0.3459
LAGRANGE-IN,0.3707
CRAWFORD-IN,0.3889
BARTHOLOMEW-IN,0.3631
MONTGOMERY-IN,0.3685
BLACKFORD-IN,0.371
RIPLEY-IN,0.3774
HENRY-IN,0.3793
WASHINGTON-IN,0.3777
JENNINGS-IN,0.3847
GREENE-IN,0.4443
KOSCIUSKO-IN,0.4608
MONROE-IN,0.4519
TIPPECANOE-IN,0.493
RANDOLPH-IN,0.4296
SCOTT-IN,0.4201
VERMILLION-IN,0.4503
NOBLE-IN,0.4742
HOWARD-IN,0.4815
JEFFERSON-IN,0.4414
KNOX-IN,0.5927
ADAMS-IN,0.5904
DELAWARE-IN,0.5666
JACKSON-IN,0.5389
MARSHALL-IN,0.5796
MIAMI-IN,0.5879
PARKE-IN,0.5809
ALLEN-IN,0.5236
ST. JOSEPH-IN,0.6223
CLINTON-IN,0.571
FAYETTE-IN,0.6108
VANDERBURGH-IN,0.5242
SWITZERLAND-IN,0.6271
MADISON-IN,0.6713
SULLIVAN-IN,0.6401
JAY-IN,0.6748
ORANGE-IN,0.6455
WAYNE-IN,0.7105
DAVIESS-IN,0.6882
VIGO-IN,0.7274
LAKE-IN,0.7252
GRANT-IN,0.7331
CASS-IN,0.7197
LAPORTE-IN,0.7217
ELKHART-IN,0.7701
MARION-IN,0.7971
LINCOLN-WY,0.0809
CONVERSE-WY,0.2048
TETON-WY,0.1127
HOT SPRINGS-WY,0.1229
CROOK-WY,0.0328
PLATTE-WY,0.0952
SUBLETTE-WY,0.0293
PARK-WY,0.0659
SHERIDAN-WY,0.0895
JOHNSON-WY,0.1774
NATRONA-WY,0.2952
ALBANY-WY,0.2494
LARAMIE-WY,0.2697
WESTON-WY,0.3475
GOSHEN-WY,0.3264
NIOBRARA-WY,0.336
CAMPBELL-WY,0.3315
WASHAKIE-WY,0.3732
SWEETWATER-WY,0.3701
BIG HORN-WY,0.3955
CARBON-WY,0.5029
UINTA-WY,0.4522
FREMONT-WY,0.5624
RANKIN-MS,0.3127
MADISON-MS,0.2898
DESOTO-MS,0.3032
LAFAYETTE-MS,0.5096
SMITH-MS,0.4732
WEBSTER-MS,0.5962
CARROLL-MS,0.6303
JACKSON-MS,0.5433
ITAWAMBA-MS,0.5487
FRANKLIN-MS,0.5717
STONE-MS,0.6045
LAMAR-MS,0.5306
GEORGE-MS,0.6137
HANCOCK-MS,0.5924
GREENE-MS,0.6067
TISHOMINGO-MS,0.6659
MONROE-MS,0.6398
OKTIBBEHA-MS,0.642
BENTON-MS,0.6605
CLARKE-MS,0.6669
LAWRENCE-MS,0.6634
PEARL RIVER-MS,0.7051
PERRY-MS,0.7086
ALCORN-MS,0.6955
CLAY-MS,0.7054
MARSHALL-MS,0.6904
LINCOLN-MS,0.7586
YALOBUSHA-MS,0.7347
JASPER-MS,0.7691
UNION-MS,0.8277
LOWNDES-MS,0.7975
LEE-MS,0.7952
AMITE-MS,0.8191
COVINGTON-MS,0.7879
COPIAH-MS,0.9411
HARRISON-MS,0.8838
JEFFERSON DAVIS-MS,0.8439
WILKINSON-MS,0.9169
COAHOMA-MS,0.9322
QUITMAN-MS,0.9545
PONTOTOC-MS,0.8962
CHICKASAW-MS,0.9143
FORREST-MS,0.9366
HINDS-MS,0.8742
MONTGOMERY-MS,0.8914
PANOLA-MS,0.8933
MARION-MS,0.935
HUMPHREYS-MS,0.9369
WALTHALL-MS,0.8611
NEWTON-MS,0.9213
TATE-MS,0.865
SIMPSON-MS,0.9073
WINSTON-MS,0.9306
ISSAQUENA-MS,0.951
CHOCTAW-MS,0.8541
WARREN-MS,0.8605
JONES-MS,0.892
SUNFLOWER-MS,0.9494
PRENTISS-MS,0.8513
LAUDERDALE-MS,0.9283
WAYNE-MS,0.8997
TIPPAH-MS,0.8646
GRENADA-MS,0.8771
KEMPER-MS,0.9274
CALHOUN-MS,0.965
BOLIVAR-MS,0.9675
NESHOBA-MS,0.9685
ADAMS-MS,0.9914
LEFLORE-MS,0.9653
TALLAHATCHIE-MS,0.9736
JEFFERSON-MS,0.9637
NOXUBEE-MS,0.986
TUNICA-MS,0.972
HOLMES-MS,0.9818
SCOTT-MS,0.985
CLAIBORNE-MS,0.992
YAZOO-MS,0.9952
SHARKEY-MS,0.9729
WASHINGTON-MS,0.9783
PIKE-MS,0.9882
ATTALA-MS,0.9844
LEAKE-MS,0.9946
EUREKA-NV,0.0675
STOREY-NV,0.0717
DOUGLAS-NV,0.1793
WHITE PINE-NV,0.3742
LINCOLN-NV,0.4213
ELKO-NV,0.5178
LYON-NV,0.5783
HUMBOLDT-NV,0.5869
WASHOE-NV,0.5271
CHURCHILL-NV,0.6048
ESMERALDA-NV,0.6395
CLARK-NV,0.7404
NYE-NV,0.7309
LANDER-NV,0.8261
PERSHING-NV,0.9038
CARSON CITY-NV,0.8443
MINERAL-NV,0.8815
WABAUNSEE-KS,0.0532
JEFFERSON-KS,0.0548
DOUGLAS-KS,0.2232
COMANCHE-KS,0.0793
ROOKS-KS,0.142
PAWNEE-KS,0.2866
TREGO-KS,0.0389
SHERIDAN-KS,0.0685
RUSH-KS,0.0783
GOVE-KS,0.0975
RUSSELL-KS,0.2392
MORRIS-KS,0.2436
KIOWA-KS,0.258
BARBER-KS,0.2803
GRAHAM-KS,0.1255
DECATUR-KS,0.1573
MARION-KS,0.1771
COFFEY-KS,0.2035
HAMILTON-KS,0.2586
JACKSON-KS,0.2694
SMITH-KS,0.0503
LOGAN-KS,0.1296
WALLACE-KS,0.143
STAFFORD-KS,0.2777
ELLIS-KS,0.1564
OTTAWA-KS,0.0271
LANE-KS,0.0303
CHEYENNE-KS,0.1003
GREENWOOD-KS,0.2127
GRAY-KS,0.2736
KINGMAN-KS,0.0513
LEAVENWORTH-KS,0.2404
BROWN-KS,0.2717
CLAY-KS,0.0494
JOHNSON-KS,0.0615
MARSHALL-KS,0.1264
SUMNER-KS,0.2223
REPUBLIC-KS,0.0605
RAWLINS-KS,0.136
POTTAWATOMIE-KS,0.1487
PHILLIPS-KS,0.242
JEWELL-KS,0.0876
THOMAS-KS,0.0704
NESS-KS,0.15
ANDERSON-KS,0.2274
MIAMI-KS,0.0258
OSBORNE-KS,0.0723
SCOTT-KS,0.3061
MCPHERSON-KS,0.1067
HODGEMAN-KS,0.1118
DONIPHAN-KS,0.2306
BUTLER-KS,0.2624
CLOUD-KS,0.2739
MITCHELL-KS,0.2844
CLARK-KS,0.3124
NEMAHA-KS,0.0962
LINCOLN-KS,0.1322
FRANKLIN-KS,0.2137
OSAGE-KS,0.2341
NORTON-KS,0.2975
WASHINGTON-KS,0.1481
DICKINSON-KS,0.3322
HARVEY-KS,0.335
HARPER-KS,0.3223
GRANT-KS,0.3815
MEADE-KS,0.3717
CHEROKEE-KS,0.3828
ALLEN-KS,0.3978
ELK-KS,0.3895
PRATT-KS,0.3873
EDWARDS-KS,0.372
ELLSWORTH-KS,0.3952
RILEY-KS,0.4373
STANTON-KS,0.4965
SHAWNEE-KS,0.5099
MORTON-KS,0.408
HASKELL-KS,0.4115
SALINE-KS,0.4162
ATCHISON-KS,0.4911
SHERMAN-KS,0.4984
KEARNY-KS,0.4656
WICHITA-KS,0.4678
CHASE-KS,0.4067
WOODSON-KS,0.4398
RICE-KS,0.4252
LINN-KS,0.4478
BARTON-KS,0.5439
BOURBON-KS,0.5828
GREELEY-KS,0.5752
SEDGWICK-KS,0.5357
RENO-KS,0.5866
WILSON-KS,0.6366
LABETTE-KS,0.6392
NEOSHO-KS,0.658
STEVENS-KS,0.6739
GEARY-KS,0.6576
CRAWFORD-KS,0.6987
LYON-KS,0.7322
COWLEY-KS,0.7318
CHAUTAUQUA-KS,0.7188
FINNEY-KS,0.8236
MONTGOMERY-KS,0.8029
SEWARD-KS,0.9111
FORD-KS,0.857
WYANDOTTE-KS,0.9242
CAMAS-ID,0.1338
FRANKLIN-ID,0.1414
BEAR LAKE-ID,0.2143
KOOTENAI-ID,0.2328
CARIBOU-ID,0.1917
VALLEY-ID,0.0882
BOISE-ID,0.0672
ADAMS-ID,0.2936
LATAH-ID,0.2484
LEMHI-ID,0.2997
BUTTE-ID,0.2462
ADA-ID,0.1373
TETON-ID,0.1344
BONNER-ID,0.2401
JEFFERSON-ID,0.2525
BOUNDARY-ID,0.3083
ONEIDA-ID,0.3424
BLAINE-ID,0.3239
BONNEVILLE-ID,0.3634
FREMONT-ID,0.5137
NEZ PERCE-ID,0.5067
BINGHAM-ID,0.507
MADISON-ID,0.4029
CLEARWATER-ID,0.4401
CUSTER-ID,0.4369
TWIN FALLS-ID,0.4955
POWER-ID,0.5162
PAYETTE-ID,0.601
LINCOLN-ID,0.5576
BANNOCK-ID,0.579
LEWIS-ID,0.5678
ELMORE-ID,0.5882
IDAHO-ID,0.5392
CASSIA-ID,0.6732
GEM-ID,0.6627
JEROME-ID,0.6736
GOODING-ID,0.7076
MINIDOKA-ID,0.6783
BENEWAH-ID,0.7334
SHOSHONE-ID,0.757
CANYON-ID,0.7366
OWYHEE-ID,0.8245
WASHINGTON-ID,0.8506
CLARK-ID,0.8911
OSAGE-MO,0.0497
CASS-MO,0.1188
STE. GENEVIEVE-MO,0.1885
NODAWAY-MO,0.222
RAY-MO,0.2573
ST. CHARLES-MO,0.0363
HOLT-MO,0.1959
CLINTON-MO,0.1643
PERRY-MO,0.2312
LINCOLN-MO,0.2939
ATCHISON-MO,0.0736
RALLS-MO,0.1045
FRANKLIN-MO,0.1459
JEFFERSON-MO,0.1863
ST. LOUIS-MO,0.2611
GASCONADE-MO,0.0854
COLE-MO,0.2583
LINN-MO,0.272
PLATTE-MO,0.0959
CLAY-MO,0.1363
WORTH-MO,0.2239
ANDREW-MO,0.0325
CHRISTIAN-MO,0.1497
CHARITON-MO,0.1898
BOONE-MO,0.2927
MERCER-MO,0.3045
STONE-MO,0.3487
CALLAWAY-MO,0.3232
CLARK-MO,0.342
CAMDEN-MO,0.3363
JOHNSON-MO,0.3506
COOPER-MO,0.3892
SCHUYLER-MO,0.3831
WARREN-MO,0.3841
BATES-MO,0.3857
MONROE-MO,0.3876
LAFAYETTE-MO,0.3882
LIVINGSTON-MO,0.3748
SHELBY-MO,0.3984
CAPE GIRARDEAU-MO,0.4118
MONITEAU-MO,0.5143
GREENE-MO,0.4395
LEWIS-MO,0.4465
BOLLINGER-MO,0.4793
HOWARD-MO,0.4041
GENTRY-MO,0.4389
MADISON-MO,0.4777
MARIES-MO,0.5118
DEKALB-MO,0.4054
DAVIESS-MO,0.4707
MILLER-MO,0.501
CALDWELL-MO,0.4513
ADAIR-MO,0.4548
VERNON-MO,0.451
OREGON-MO,0.4885
ST. CLAIR-MO,0.4987
NEWTON-MO,0.4341
STODDARD-MO,0.4643
HICKORY-MO,0.4672
BARTON-MO,0.5994
PUTNAM-MO,0.5764
OZARK-MO,0.5825
DENT-MO,0.6312
KNOX-MO,0.557
LACLEDE-MO,0.6178
GRUNDY-MO,0.6185
MONTGOMERY-MO,0.5331
DOUGLAS-MO,0.5232
REYNOLDS-MO,0.5573
POLK-MO,0.5987
AUDRAIN-MO,0.615
RANDOLPH-MO,0.5554
MORGAN-MO,0.629
PIKE-MO,0.5376
JACKSON-MO,0.5354
SULLIVAN-MO,0.6296
SCOTLAND-MO,0.5303
BENTON-MO,0.5513
MACON-MO,0.586
HENRY-MO,0.5959
CARROLL-MO,0.5325
MARION-MO,0.5459
PHELPS-MO,0.6596
PULASKI-MO,0.6503
HOWELL-MO,0.6717
DADE-MO,0.6637
CEDAR-MO,0.6411
WEBSTER-MO,0.6385
SHANNON-MO,0.6449
JASPER-MO,0.6564
DALLAS-MO,0.7019
BUCHANAN-MO,0.7182
ST. FRANCOIS-MO,0.7016
RIPLEY-MO,0.715
BARRY-MO,0.7099
CARTER-MO,0.7455
CRAWFORD-MO,0.7554
HARRISON-MO,0.7417
WASHINGTON-MO,0.7904
LAWRENCE-MO,0.7866
PETTIS-MO,0.8035
TEXAS-MO,0.8303
TANEY-MO,0.8217
WAYNE-MO,0.7646
SCOTT-MO,0.7844
BUTLER-MO,0.8172
IRON-MO,0.7822
SALINE-MO,0.8162
ST. LOUIS CITY-MO,0.7796
WRIGHT-MO,0.9006
NEW MADRID-MO,0.8968
PEMISCOT-MO,0.9303
MISSISSIPPI-MO,0.9076
MCDONALD-MO,0.8631
DUNKLIN-MO,0.958
YORK-SC,0.3662
DORCHESTER-SC,0.4188
LEXINGTON-SC,0.442
LANCASTER-SC,0.5121
GREENVILLE-SC,0.5038
BERKELEY-SC,0.5146
KERSHAW-SC,0.4959
BEAUFORT-SC,0.4006
CALHOUN-SC,0.5627
PICKENS-SC,0.599
RICHLAND-SC,0.6309
HORRY-SC,0.6102
AIKEN-SC,0.6666
GEORGETOWN-SC,0.6771
CHEROKEE-SC,0.6978
ANDERSON-SC,0.701
OCONEE-SC,0.7293
FAIRFIELD-SC,0.7484
CHESTER-SC,0.7363
MCCORMICK-SC,0.7373
HAMPTON-SC,0.8032
SPARTANBURG-SC,0.7618
SALUDA-SC,0.7949
COLLETON-SC,0.8
ABBEVILLE-SC,0.8564
ORANGEBURG-SC,0.9229
CHESTERFIELD-SC,0.9487
EDGEFIELD-SC,0.8484
DARLINGTON-SC,0.9268
LEE-SC,0.921
JASPER-SC,0.9449
LAURENS-SC,0.9172
NEWBERRY-SC,0.9232
MARION-SC,0.9293
UNION-SC,0.8678
GREENWOOD-SC,0.9344
BAMBERG-SC,0.9516
FLORENCE-SC,0.8987
MARLBORO-SC,0.9869
ALLENDALE-SC,0.993
DILLON-SC,0.9682
WILLIAMSBURG-SC,0.9704
CLARENDON-SC,0.9793
BARNWELL-SC,0.9904
SUMTER-SC,0.9732
BALDWIN-AL,0.2162
MADISON-AL,0.3076
SHELBY-AL,0.1169
ST. CLAIR-AL,0.3656
COLBERT-AL,0.4274
CHEROKEE-AL,0.4516
LAWRENCE-AL,0.4952
AUTAUGA-AL,0.4354
LAUDERDALE-AL,0.4468
BLOUNT-AL,0.4242
CULLMAN-AL,0.5182
LAMAR-AL,0.6264
ELMORE-AL,0.5401
COFFEE-AL,0.5408
LIMESTONE-AL,0.5296
CLEBURNE-AL,0.5417
HENRY-AL,0.5519
JACKSON-AL,0.5726
TUSCALOOSA-AL,0.6255
BIBB-AL,0.6003
COOSA-AL,0.5261
CLAY-AL,0.564
JEFFERSON-AL,0.6621
LEE-AL,0.6602
ETOWAH-AL,0.6564
MARION-AL,0.671
CRENSHAW-AL,0.6873
FAYETTE-AL,0.7038
WINSTON-AL,0.7025
HOUSTON-AL,0.6838
MORGAN-AL,0.6895
RANDOLPH-AL,0.7191
WALKER-AL,0.7452
WASHINGTON-AL,0.7303
MOBILE-AL,0.7532
CHAMBERS-AL,0.7382
MONROE-AL,0.7481
DALE-AL,0.7599
GENEVA-AL,0.7955
MARENGO-AL,0.7621
DEKALB-AL,0.8022
CALHOUN-AL,0.8252
CONECUH-AL,0.8086
CHILTON-AL,0.7602
COVINGTON-AL,0.7723
ESCAMBIA-AL,0.8557
WILCOX-AL,0.928
MONTGOMERY-AL,0.8427
TALLADEGA-AL,0.8736
TALLAPOOSA-AL,0.8863
CLARKE-AL,0.8471
BULLOCK-AL,0.8898
PICKENS-AL,0.9207
PIKE-AL,0.9016
RUSSELL-AL,0.9115
MACON-AL,0.8971
DALLAS-AL,0.949
FRANKLIN-AL,0.8417
BUTLER-AL,0.8653
CHOCTAW-AL,0.8748
LOWNDES-AL,0.9188
SUMTER-AL,0.9557
BARBOUR-AL,0.9959
GREENE-AL,0.9854
PERRY-AL,0.9949
HALE-AL,0.9599
LITCHFIELD-CT,0.0818
MIDDLESEX-CT,0.1182
TOLLAND-CT,0.0694
NEW LONDON-CT,0.3561
FAIRFIELD-CT,0.4497
WINDHAM-CT,0.4232
HARTFORD-CT,0.515
NEW HAVEN-CT,0.5223
GREENE-OH,0.2076
WYANDOT-OH,0.2274
FAIRFIELD-OH,0.2354
DELAWARE-OH,0.0166
KNOX-OH,0.2943
MERCER-OH,0.051
FULTON-OH,0.1777
HENRY-OH,0.1557
DEFIANCE-OH,0.2166
WILLIAMS-OH,0.2691
PREBLE-OH,0.1691
VAN WERT-OH,0.1697
PAULDING-OH,0.2885
MIAMI-OH,0.1191
LAKE-OH,0.1293
AUGLAIZE-OH,0.0535
CARROLL-OH,0.1538
PORTAGE-OH,0.2455
ERIE-OH,0.2914
PUTNAM-OH,0.0153
HANCOCK-OH,0.2111
LICKING-OH,0.229
LOGAN-OH,0.3169
DARKE-OH,0.1347
WOOD-OH,0.1662
UNION-OH,0.0771
GEAUGA-OH,0.0901
MORROW-OH,0.192
CHAMPAIGN-OH,0.2978
SHELBY-OH,0.1892
PICKAWAY-OH,0.2818
OTTAWA-OH,0.1541
MEDINA-OH,0.0102
WARREN-OH,0.0478
CLERMONT-OH,0.1029
WASHINGTON-OH,0.3497
CRAWFORD-OH,0.3191
SUMMIT-OH,0.3334
MADISON-OH,0.3382
TUSCARAWAS-OH,0.3443
BUTLER-OH,0.3618
BELMONT-OH,0.3596
SANDUSKY-OH,0.3987
SENECA-OH,0.3755
STARK-OH,0.3666
MONROE-OH,0.443
FAYETTE-OH,0.5016
FRANKLIN-OH,0.5124
HOCKING-OH,0.4685
WAYNE-OH,0.479
ASHLAND-OH,0.4334
LORAIN-OH,0.5089
HURON-OH,0.4325
TRUMBULL-OH,0.464
CLINTON-OH,0.4424
HARDIN-OH,0.471
BROWN-OH,0.4048
HARRISON-OH,0.5194
NOBLE-OH,0.4293
HOLMES-OH,0.436
COLUMBIANA-OH,0.4854
COSHOCTON-OH,0.6207
JEFFERSON-OH,0.5494
MAHONING-OH,0.5889
LAWRENCE-OH,0.5583
RICHLAND-OH,0.6169
ALLEN-OH,0.5793
HAMILTON-OH,0.5369
PERRY-OH,0.5545
MUSKINGUM-OH,0.5981
MORGAN-OH,0.5659
MONTGOMERY-OH,0.6726
MARION-OH,0.6414
GALLIA-OH,0.664
GUERNSEY-OH,0.6707
MEIGS-OH,0.6787
HIGHLAND-OH,0.6898
CUYAHOGA-OH,0.6809
LUCAS-OH,0.6876
VINTON-OH,0.7229
ROSS-OH,0.7255
CLARK-OH,0.7271
ATHENS-OH,0.7325
SCIOTO-OH,0.8347
PIKE-OH,0.7994
JACKSON-OH,0.7726
ASHTABULA-OH,0.7857
ADAMS-OH,0.7704
LIVINGSTON-KY,0.264
OLDHAM-KY,0.0395
SPENCER-KY,0.0369
CAMPBELL-KY,0.2188
SIMPSON-KY,0.2879
BOONE-KY,0.1277
MEADE-KY,0.3178
BULLITT-KY,0.1385
ANDERSON-KY,0.2637
MARSHALL-KY,0.2723
NELSON-KY,0.2895
WOODFORD-KY,0.2041
GREENUP-KY,0.3217
ROBERTSON-KY,0.3538
LYON-KY,0.3252
KENTON-KY,0.3379
CARLISLE-KY,0.3395
SCOTT-KY,0.3331
HANCOCK-KY,0.3822
BRACKEN-KY,0.3866
TRIGG-KY,0.365
MCLEAN-KY,0.4217
BOYLE-KY,0.4315
CALDWELL-KY,0.4981
MCCRACKEN-KY,0.4153
MADISON-KY,0.4968
GARRARD-KY,0.4299
CALLOWAY-KY,0.4997
WASHINGTON-KY,0.5127
CRITTENDEN-KY,0.4844
PENDLETON-KY,0.415
BALLARD-KY,0.4459
FAYETTE-KY,0.4876
SHELBY-KY,0.4261
MERCER-KY,0.4134
HARRISON-KY,0.5057
JESSAMINE-KY,0.5201
CUMBERLAND-KY,0.5315
BOURBON-KY,0.5561
OHIO-KY,0.5799
LOGAN-KY,0.5287
DAVIESS-KY,0.6169
HENRY-KY,0.5274
JEFFERSON-KY,0.5682
HICKMAN-KY,0.5739
MUHLENBERG-KY,0.6134
HOPKINS-KY,0.5541
GREEN-KY,0.5226
GRAYSON-KY,0.6096
GALLATIN-KY,0.6124
OWEN-KY,0.5264
LARUE-KY,0.5318
UNION-KY,0.5366
LEWIS-KY,0.6242
FRANKLIN-KY,0.5468
GRANT-KY,0.5602
CLARK-KY,0.6061
EDMONSON-KY,0.6357
HARDIN-KY,0.5672
MENIFEE-KY,0.5847
MASON-KY,0.6682
JACKSON-KY,0.6662
HENDERSON-KY,0.7089
BOYD-KY,0.6908
ADAIR-KY,0.7121
MONROE-KY,0.6975
TRIMBLE-KY,0.7143
ALLEN-KY,0.6796
LINCOLN-KY,0.7083
METCALFE-KY,0.6812
WARREN-KY,0.7096
LAUREL-KY,0.7522
BATH-KY,0.729
ROWAN-KY,0.7557
ELLIOTT-KY,0.7239
PULASKI-KY,0.742
LAWRENCE-KY,0.7583
BRECKINRIDGE-KY,0.7376
TAYLOR-KY,0.721
WAYNE-KY,0.7478
WEBSTER-KY,0.7854
CARTER-KY,0.8204
BARREN-KY,0.7761
PIKE-KY,0.7908
HART-KY,0.7659
GRAVES-KY,0.7752
CASEY-KY,0.7656
POWELL-KY,0.7732
BUTLER-KY,0.792
TODD-KY,0.8092
NICHOLAS-KY,0.8197
WHITLEY-KY,0.8379
LESLIE-KY,0.7745
ESTILL-KY,0.7997
BREATHITT-KY,0.822
MONTGOMERY-KY,0.7987
CLINTON-KY,0.778
MAGOFFIN-KY,0.8057
FLEMING-KY,0.771
ROCKCASTLE-KY,0.7882
MORGAN-KY,0.8293
KNOX-KY,0.8325
JOHNSON-KY,0.8102
LEE-KY,0.8182
CLAY-KY,0.9099
LETCHER-KY,0.8755
PERRY-KY,0.9051
MARTIN-KY,0.8494
WOLFE-KY,0.8621
CARROLL-KY,0.8904
FLOYD-KY,0.8503
KNOTT-KY,0.8548
OWSLEY-KY,0.8414
RUSSELL-KY,0.8634
HARLAN-KY,0.8803
MCCREARY-KY,0.878
BELL-KY,0.8927
MARION-KY,0.9057
FULTON-KY,0.8704
CHRISTIAN-KY,0.9127
HARFORD-MD,0.0933
GARRETT-MD,0.1812
ST. MARY'S-MD,0.2086
CARROLL-MD,0.0404
FREDERICK-MD,0.1589
CECIL-MD,0.2933
CALVERT-MD,0.0471
WORCESTER-MD,0.2803
HOWARD-MD,0.1306
CHARLES-MD,0.1723
QUEEN ANNE'S-MD,0.022
MONTGOMERY-MD,0.3255
BALTIMORE-MD,0.3818
KENT-MD,0.4277
ALLEGANY-MD,0.621
CAROLINE-MD,0.5535
WASHINGTON-MD,0.614
PRINCE GEORGE'S-MD,0.6261
DORCHESTER-MD,0.7506
WICOMICO-MD,0.7739
BALTIMORE CITY-MD,0.8312
SOMERSET-MD,0.8978
LAMOURE-ND,0.0443
CASS-ND,0.1427
STUTSMAN-ND,0.2424
TRAILL-ND,0.0927
DUNN-ND,0.2226
EDDY-ND,0.2904
DIVIDE-ND,0.0334
BURKE-ND,0.007
WARD-ND,0.1678
GRAND FORKS-ND,0.3029
STEELE-ND,0.0019
BILLINGS-ND,0.0312
RANSOM-ND,0.0857
CAVALIER-ND,0.0172
GRANT-ND,0.071
SHERIDAN-ND,0.0742
RICHLAND-ND,0.1217
WELLS-ND,0.0611
MCLEAN-ND,0.0834
EMMONS-ND,0.0955
PIERCE-ND,0.1914
TOWNER-ND,0.1946
HETTINGER-ND,0.0561
GOLDEN VALLEY-ND,0.093
MCINTOSH-ND,0.1061
SARGENT-ND,0.0232
KIDDER-ND,0.029
PEMBINA-ND,0.0417
MERCER-ND,0.1016
DICKEY-ND,0.1159
SLOPE-ND,0.0137
MCHENRY-ND,0.0296
ADAMS-ND,0.0299
BOWMAN-ND,0.1755
